"spp","year","site","ind","plot","budburst","flowers","leafout","flobuds","flobudburst","fruit","ripefruit","budset","provenance.lat","provenance.long"
"SPITOM",2020,"GR","2D","8",NA,NA,133,NA,NA,NA,287.5,282,44.794942,-71.146683
"SPITOM",2020,"HF","13","8",NA,NA,133,NA,NA,NA,287.5,282,42.531705,-72.18992
"SPITOM",2020,"HF","4","8",NA,NA,133,NA,NA,NA,287.5,282,42.531705,-72.18992
"SPITOM",2020,"HF","5","11",NA,NA,NA,NA,NA,NA,NA,NA,42.531705,-72.18992
"SPITOM",2020,"HF","6","11",NA,NA,133,NA,NA,NA,287.5,282,42.531705,-72.18992
"SPITOM",2020,"HF","6A","8",85,NA,126,NA,NA,NA,287.5,282,42.531705,-72.18992
"SPITOM",2020,"HF","6B","8",NA,NA,133,NA,NA,NA,276.666666666667,282,42.531705,-72.18992
"SPITOM",2020,"HF","9A","8",NA,NA,133,NA,NA,NA,276.666666666667,282,42.531705,-72.18992
"SPITOM",2020,"HF","9B","8",NA,NA,133,NA,NA,NA,293,282,42.531705,-72.18992
"SPITOM",2020,"SH","9","4",85,NA,130.5,NA,NA,NA,274.333333333333,NA,45.932675,-74.02507
"SPITOM",2020,"SH","99","4",98,NA,135,NA,NA,NA,279.333333333333,NA,45.932675,-74.02507
"SPITOM",2020,"SH","99A","11",NA,NA,NA,NA,NA,NA,NA,NA,45.932675,-74.02507
"SPITOM",2020,"SH","99B","11",NA,NA,133,NA,NA,NA,274.333333333333,282,45.932675,-74.02507
"SPITOM",2020,"SH","99C","11",NA,NA,133,NA,NA,NA,287.5,282,45.932675,-74.02507
"SPITOM",2020,"SH","99D","11",NA,NA,133,NA,NA,NA,287.5,282,45.932675,-74.02507
"SPITOM",2020,"SH","99E","11",NA,NA,133,NA,NA,NA,287.5,282,45.932675,-74.02507
"SPITOM",2020,"SH","99F","11",NA,NA,133,NA,NA,NA,272,282,45.932675,-74.02507
"SPITOM",2020,"WM","4A","8",85,NA,123.5,NA,NA,NA,274.333333333333,282,44.112337,-71.230138
"SPITOM",2020,"WM","4B","8",NA,NA,133,NA,NA,NA,274.333333333333,282,44.112337,-71.230138
"SPITOM",2020,"WM","5","8",NA,NA,133,NA,NA,NA,274.333333333333,282,44.112337,-71.230138
"SPITOM",2020,"WM","5A","4",NA,NA,130.5,NA,NA,NA,248,NA,44.112337,-71.230138
"SPITOM",2020,"WM","5B","4",111,NA,133,NA,NA,NA,282,NA,44.112337,-71.230138
"SPITOM",2020,"WM","5C","4",91,NA,135,NA,NA,NA,248,NA,44.112337,-71.230138
"SPITOM",2020,"WM","5D","4",78,NA,123.5,NA,NA,NA,272,NA,44.112337,-71.230138
"SPITOM",2020,"WM","5E","4",85,NA,119,NA,NA,NA,287.5,NA,44.112337,-71.230138
"VACMR",2018,"GR","10B","13",NA,NA,142,NA,NA,NA,NA,NA,44.794942,-71.146683
"VACMR",2019,"GR","10B","13",103,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"VACMR",2020,"GR","10B","13",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"VACMYR",2018,"GR","10A","13",114,NA,NA,NA,NA,142,NA,NA,44.794942,-71.146683
"VACMYR",2018,"GR","10C","13",NA,NA,135,NA,135,142,NA,NA,44.794942,-71.146683
"VACMYR",2018,"WM","5","13",114,141.5,131,121,124,NA,NA,NA,44.112337,-71.230138
"VACMYR",2019,"GR","10A","13",147,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"VACMYR",2019,"WM","5","13",NA,NA,147,NA,NA,NA,NA,245,44.112337,-71.230138
"VACMYR",2020,"GR","10A","13",NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683
"VACMYR",2020,"GR","10C","13",NA,NA,NA,NA,NA,NA,NA,268,44.794942,-71.146683
"VACMYR",2020,"WM","5","13",NA,NA,NA,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2018,"GR","10","11",103,NA,121,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","10","4",103,NA,124,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","12A","4",103,NA,124,124,149,159,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","12A","8",96,NA,124,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","12B","4",100,NA,124,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","12B","8",103,NA,121,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","3","14",NA,NA,135,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","5","8",110,NA,128,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"GR","9","4",103,NA,121,NA,NA,NA,NA,NA,44.794942,-71.146683
"VIBCAS",2018,"HF","7A","14",NA,NA,135,NA,NA,NA,NA,NA,42.531705,-72.18992
"VIBCAS",2018,"SH","1","4",100,NA,121,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","1A","8",103,NA,121,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","1B","8",96,NA,128,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","5","4",103,166,124,121,151,170,187,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","5A","8",110,166,124,121,151,170,197.285714285714,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","5B","8",103,NA,124,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","5C","8",96,NA,124,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2018,"SH","9","11",96,NA,124,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2018,"WM","10","11",96,NA,121,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","4","11",96,163,124,124,151,166,193.8,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","4","4",103,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","4","8",114,156,124,128,149,159,206,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","7","14",NA,NA,135,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","9A","11",110,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","9A","8",96,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","9B","11",110,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2018,"WM","9B","8",93,NA,124,NA,NA,NA,NA,NA,44.112337,-71.230138
"VIBCAS",2019,"GR","10","11",100,155,115,112,NA,168,NA,249,44.794942,-71.146683
"VIBCAS",2019,"GR","10","4",97,161,115,112,NA,161,NA,240,44.794942,-71.146683
"VIBCAS",2019,"GR","12A","4",100,161,115,112,NA,165,NA,245,44.794942,-71.146683
"VIBCAS",2019,"GR","12A","8",97,155,112,112,NA,168,NA,253,44.794942,-71.146683
"VIBCAS",2019,"GR","12B","4",NA,NA,115,NA,NA,NA,NA,249,44.794942,-71.146683
"VIBCAS",2019,"GR","12B","8",97,161,112,112,NA,168,NA,249,44.794942,-71.146683
"VIBCAS",2019,"GR","3","14",97,NA,115,NA,NA,NA,NA,253,44.794942,-71.146683
"VIBCAS",2019,"GR","5","8",103,NA,112,NA,NA,NA,NA,249,44.794942,-71.146683
"VIBCAS",2019,"GR","9","4",103,161,112,127,NA,168,NA,274,44.794942,-71.146683
"VIBCAS",2019,"HF","7A","14",107,NA,119,NA,NA,NA,NA,260,42.531705,-72.18992
"VIBCAS",2019,"SH","1","4",100,161,115,127,NA,165,NA,274,45.932675,-74.02507
"VIBCAS",2019,"SH","1A","8",93,NA,112,NA,NA,NA,NA,253,45.932675,-74.02507
"VIBCAS",2019,"SH","1B","8",100,155,115,115,NA,168,NA,240,45.932675,-74.02507
"VIBCAS",2019,"SH","5","4",103,161,112,115,NA,168,NA,256,45.932675,-74.02507
"VIBCAS",2019,"SH","5A","8",103,161,115,112,NA,168,NA,263,45.932675,-74.02507
"VIBCAS",2019,"SH","5B","8",103,161,112,112,NA,168,NA,253,45.932675,-74.02507
"VIBCAS",2019,"SH","5C","8",NA,161,NA,127,NA,168,NA,256,45.932675,-74.02507
"VIBCAS",2019,"SH","9","11",100,NA,119,NA,NA,NA,NA,249,45.932675,-74.02507
"VIBCAS",2019,"WM","10","11",100,NA,112,NA,NA,NA,NA,240,44.112337,-71.230138
"VIBCAS",2019,"WM","4","11",100,161,112,119,NA,NA,NA,253,44.112337,-71.230138
"VIBCAS",2019,"WM","4","4",103,161,115,115,NA,168,NA,240,44.112337,-71.230138
"VIBCAS",2019,"WM","4","8",107,161,115,112,NA,168,NA,245,44.112337,-71.230138
"VIBCAS",2019,"WM","7","14",100,NA,119,NA,NA,NA,NA,240,44.112337,-71.230138
"VIBCAS",2019,"WM","9A","11",103,NA,119,NA,NA,NA,NA,253,44.112337,-71.230138
"VIBCAS",2019,"WM","9A","8",97,NA,112,NA,NA,NA,NA,249,44.112337,-71.230138
"VIBCAS",2019,"WM","9B","11",97,NA,112,NA,NA,NA,NA,253,44.112337,-71.230138
"VIBCAS",2019,"WM","9B","8",103,NA,113.5,NA,NA,NA,NA,240,44.112337,-71.230138
"VIBCAS",2020,"GR","10","11",NA,164,133,NA,NA,NA,287.5,248,44.794942,-71.146683
"VIBCAS",2020,"GR","10","4",69,NA,123.5,NA,NA,NA,241,282,44.794942,-71.146683
"VIBCAS",2020,"GR","12A","4",78,157,120.5,NA,NA,NA,214,282,44.794942,-71.146683
"VIBCAS",2020,"GR","12A","8",85,NA,122,NA,NA,NA,NA,282,44.794942,-71.146683
"VIBCAS",2020,"GR","12B","4",78,157,122,NA,NA,NA,NA,282,44.794942,-71.146683
"VIBCAS",2020,"GR","12B","8",NA,NA,133,NA,NA,NA,248,282,44.794942,-71.146683
"VIBCAS",2020,"GR","3","14",NA,NA,133,NA,NA,NA,287.5,282,44.794942,-71.146683
"VIBCAS",2020,"GR","5","8",NA,NA,133,NA,NA,NA,NA,282,44.794942,-71.146683
"VIBCAS",2020,"GR","9","4",85,NA,126,NA,NA,NA,NA,275,44.794942,-71.146683
"VIBCAS",2020,"HF","7A","14",NA,NA,133,NA,NA,NA,NA,282,42.531705,-72.18992
"VIBCAS",2020,"SH","1","4",85,NA,122,NA,NA,NA,265,293,45.932675,-74.02507
"VIBCAS",2020,"SH","1A","8",78,NA,108,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2020,"SH","1B","8",NA,NA,133,NA,NA,NA,287.5,282,45.932675,-74.02507
"VIBCAS",2020,"SH","5","4",78,NA,126,NA,NA,NA,287.5,293,45.932675,-74.02507
"VIBCAS",2020,"SH","5A","8",85,NA,126,NA,NA,NA,NA,NA,45.932675,-74.02507
"VIBCAS",2020,"SH","5B","8",78,NA,127.5,NA,NA,NA,287.5,263,45.932675,-74.02507
"VIBCAS",2020,"SH","5C","8",85,NA,130.5,NA,NA,NA,248,275,45.932675,-74.02507
"VIBCAS",2020,"SH","9","11",NA,NA,133,NA,NA,NA,NA,248,45.932675,-74.02507
"VIBCAS",2020,"WM","10","11",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2020,"WM","4","11",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2020,"WM","4","4",85,NA,123.5,NA,NA,NA,214,282,44.112337,-71.230138
"VIBCAS",2020,"WM","4","8",91,NA,123.5,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2020,"WM","7","14",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2020,"WM","9A","11",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2020,"WM","9A","8",NA,NA,133,NA,NA,NA,287.5,282,44.112337,-71.230138
"VIBCAS",2020,"WM","9B","11",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
"VIBCAS",2020,"WM","9B","8",NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138
