"spp","year","site","ind","plot","budburst","flowers","leafout","flobuds","flobudburst","fruit","ripefruit","budset","provenance.lat","provenance.long","species","genus","species.name","dvr","flowering","fruiting","allflofruit","fls","gs"
"BETPAP",2019,"GR","8",12,107,NA,115,NA,NA,NA,NA,260,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",8,NA,NA,NA,NA,145
"BETPAP",2019,"GR","8",3,112,NA,123,NA,NA,NA,NA,274,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",11,NA,NA,NA,NA,151
"BETPAP",2019,"GR","8",5,NA,NA,119,NA,NA,NA,NA,274,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,155
"BETPAP",2019,"GR","8",6,NA,NA,135,NA,NA,NA,NA,263,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,128
"BETPAP",2019,"HF","16",12,103,NA,119,NA,NA,NA,NA,NA,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",16,NA,NA,NA,NA,NA
"BETPAP",2019,"HF","16",2,107,NA,115,NA,NA,NA,NA,NA,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",8,NA,NA,NA,NA,NA
"BETPAP",2019,"HF","16",3,103,NA,119,NA,NA,NA,NA,274,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",16,NA,NA,NA,NA,155
"BETPAP",2019,"HF","16",5,103,NA,119,NA,NA,NA,NA,274,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",16,NA,NA,NA,NA,155
"BETPAP",2019,"HF","16A",6,100,NA,115,NA,NA,NA,NA,274,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",15,NA,NA,NA,NA,159
"BETPAP",2019,"HF","16B",6,NA,NA,115,NA,NA,NA,NA,267,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,152
"BETPAP",2019,"SH","1A",1,NA,NA,129,NA,NA,NA,NA,274,45.932675,-74.02507,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,145
"BETPAP",2019,"SH","1B",1,107,NA,119,NA,225,NA,NA,274,45.932675,-74.02507,"papyrifera","Betula","Betula papyrifera",12,NA,NA,NA,NA,155
"BETPAP",2020,"GR","5",1,119,NA,148,NA,NA,NA,NA,255,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",29,NA,NA,NA,NA,107
"BETPAP",2020,"GR","5A",2,111,NA,135,NA,NA,NA,NA,263,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",24,NA,NA,NA,NA,128
"BETPAP",2020,"GR","5B",2,NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,NA
"BETPAP",2020,"GR","8",12,NA,NA,143,NA,NA,NA,NA,255,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,112
"BETPAP",2020,"GR","8",3,111,NA,157,NA,NA,NA,NA,NA,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",46,NA,NA,NA,NA,NA
"BETPAP",2020,"GR","8",5,108,NA,148,NA,NA,NA,NA,282,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",40,NA,NA,NA,NA,134
"BETPAP",2020,"GR","8",6,108,NA,130.5,NA,NA,NA,NA,268,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",22.5,NA,NA,NA,NA,137.5
"BETPAP",2020,"GR","9",9,NA,NA,NA,NA,NA,NA,NA,NA,44.794942,-71.146683,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,NA
"BETPAP",2020,"HF","16",12,NA,NA,148,NA,NA,NA,NA,293,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",NA,NA,NA,NA,NA,145
"BETPAP",2020,"HF","16",2,100,NA,130.5,NA,NA,NA,NA,282,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",30.5,NA,NA,NA,NA,151.5
"BETPAP",2020,"HF","16",3,98,NA,135.5,NA,NA,NA,NA,282,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",37.5,NA,NA,NA,NA,146.5
"BETPAP",2020,"HF","16",5,108,NA,143,NA,NA,NA,NA,293,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",35,NA,NA,NA,NA,150
"BETPAP",2020,"HF","16A",6,85,NA,132.5,NA,NA,NA,311,293,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",47.5,NA,NA,NA,NA,160.5
"BETPAP",2020,"HF","16B",6,98,NA,143,NA,NA,NA,NA,282,42.531705,-72.18992,"papyrifera","Betula","Betula papyrifera",45,NA,NA,NA,NA,139
"BETPAP",2020,"SH","1A",1,119,NA,133,NA,NA,NA,NA,275,45.932675,-74.02507,"papyrifera","Betula","Betula papyrifera",14,NA,NA,NA,NA,142
"BETPAP",2020,"SH","1B",1,100,NA,148,NA,NA,NA,NA,282,45.932675,-74.02507,"papyrifera","Betula","Betula papyrifera",48,NA,NA,NA,NA,134
"BETPOP",2018,"GR","3",16,NA,NA,142,NA,NA,NA,NA,NA,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,NA
"BETPOP",2018,"GR","3",6,103,NA,124,NA,NA,NA,NA,268,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,144
"BETPOP",2018,"GR","5",1,114,NA,124,NA,NA,NA,NA,249.5,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",10,NA,NA,NA,NA,125.5
"BETPOP",2018,"GR","5",6,110,NA,124,NA,NA,NA,NA,268,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,144
"BETPOP",2018,"GR","5A",12,110,NA,124,NA,NA,NA,NA,268,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,144
"BETPOP",2018,"GR","5A",3,103,NA,124,NA,NA,NA,NA,263,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,139
"BETPOP",2018,"GR","5B",12,110,NA,124,NA,NA,NA,NA,268,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,144
"BETPOP",2018,"GR","5B",3,114,NA,124,NA,NA,NA,NA,260,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",10,NA,NA,NA,NA,136
"BETPOP",2018,"GR","5C",12,114,NA,124,NA,NA,NA,NA,253,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",10,NA,NA,NA,NA,129
"BETPOP",2018,"HF","1",2,107,NA,124,NA,128,166,205.5,268,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",17,NA,39.5,77.5,NA,144
"BETPOP",2018,"HF","1",3,114,NA,124,NA,NA,NA,NA,287,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",10,NA,NA,NA,NA,163
"BETPOP",2018,"HF","3",1,114,129.5,124,NA,128,163,212,278.5,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",10,1.5,49,84,5.5,154.5
"BETPOP",2018,"HF","3A",6,107,NA,124,NA,NA,NA,NA,263,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",17,NA,NA,NA,NA,139
"BETPOP",2018,"HF","3B",6,110,131,124,NA,128,151,188.833333333333,280,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",14,3,37.833333333333,60.833333333333,7,156
"BETPOP",2018,"HF","4",9,114,129.5,124,NA,128,151,182,297,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",10,1.5,31,54,5.5,173
"BETPOP",2018,"HF","5",2,103,NA,124,NA,NA,NA,NA,263,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,139
"BETPOP",2018,"HF","5",6,110,NA,124,NA,NA,NA,NA,283.5,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,159.5
"BETPOP",2018,"WM","7",1,103,NA,124,NA,NA,NA,NA,268,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,144
"BETPOP",2018,"WM","7",15,103,NA,124,NA,NA,NA,NA,268,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,144
"BETPOP",2018,"WM","7",2,110,NA,124,NA,NA,NA,NA,274,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,150
"BETPOP",2018,"WM","7",3,110,NA,124,NA,NA,NA,NA,286,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,162
"BETPOP",2018,"WM","7",6,110,NA,124,NA,NA,NA,NA,268,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",14,NA,NA,NA,NA,144
"BETPOP",2018,"WM","7",9,103,NA,124,NA,NA,NA,NA,268,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,144
"BETPOP",2018,"WM","8",15,103,NA,124,NA,NA,NA,NA,268,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,144
"BETPOP",2018,"WM","8",16,NA,NA,142,NA,NA,NA,NA,268,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,126
"BETPOP",2018,"WM","9",15,103,NA,124,NA,NA,NA,NA,263,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",21,NA,NA,NA,NA,139
"BETPOP",2019,"GR","3",16,NA,NA,150,NA,NA,NA,NA,NA,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,NA
"BETPOP",2019,"GR","3",6,100,NA,112,100,NA,140,179,NA,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",12,NA,39,NA,NA,NA
"BETPOP",2019,"GR","5",1,103,NA,119,NA,NA,225,NA,NA,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",16,NA,NA,NA,NA,NA
"BETPOP",2019,"GR","5",6,112,129,127,100,NA,NA,NA,263,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",15,NA,NA,NA,2,136
"BETPOP",2019,"GR","5A",12,NA,NA,127,NA,NA,NA,NA,274,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,147
"BETPOP",2019,"GR","5A",3,112,147,129,NA,NA,147,186,267,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",17,NA,39,NA,18,138
"BETPOP",2019,"GR","5B",12,107,142,119,NA,NA,147,NA,274,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",12,NA,NA,NA,23,155
"BETPOP",2019,"GR","5B",3,112,NA,132,NA,NA,NA,NA,260,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",20,NA,NA,NA,NA,128
"BETPOP",2019,"GR","5C",12,107,NA,127,NA,NA,NA,NA,240,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",20,NA,NA,NA,NA,113
"BETPOP",2019,"HF","1",2,103,155,119,NA,NA,168,NA,267,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",16,NA,NA,NA,36,148
"BETPOP",2019,"HF","1",3,112,161,119,NA,NA,168,NA,274,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",7,NA,NA,NA,42,155
"BETPOP",2019,"HF","3",1,112,NA,127,107,NA,147,NA,NA,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",15,NA,NA,NA,NA,NA
"BETPOP",2019,"HF","3A",6,NA,NA,117,NA,NA,NA,206,274,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,157
"BETPOP",2019,"HF","3B",6,NA,147,119,103,NA,168,225,260,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",NA,NA,57,NA,28,141
"BETPOP",2019,"HF","4",9,107,147,134.5,NA,112,168,NA,260,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",27.5,35,NA,NA,12.5,125.5
"BETPOP",2019,"HF","5",2,103,NA,115,NA,NA,NA,NA,263,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",12,NA,NA,NA,NA,148
"BETPOP",2019,"HF","5",6,103,147,119,103,NA,147,214,NA,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",16,NA,67,NA,28,NA
"BETPOP",2019,"WM","7",1,97,142,112,112,NA,147,225,NA,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",15,NA,78,NA,30,NA
"BETPOP",2019,"WM","7",15,NA,142,119,NA,NA,147,214,274,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,67,NA,23,155
"BETPOP",2019,"WM","7",2,103,142,119,NA,119,142,225,267,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",16,23,83,106,23,148
"BETPOP",2019,"WM","7",3,103,147,119,107,NA,147,NA,274,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",16,NA,NA,NA,28,155
"BETPOP",2019,"WM","7",6,100,150,112,NA,NA,147,NA,274,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",12,NA,NA,NA,38,162
"BETPOP",2019,"WM","7",9,NA,142,112,112,NA,142,221,260,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,79,NA,30,148
"BETPOP",2019,"WM","8",15,100,NA,119,NA,NA,218,NA,263,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",19,NA,NA,NA,NA,144
"BETPOP",2019,"WM","8",16,97,150,115,NA,NA,168,NA,274,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",18,NA,NA,NA,35,159
"BETPOP",2019,"WM","9",15,107,NA,115,NA,NA,NA,NA,267,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",8,NA,NA,NA,NA,152
"BETPOP",2020,"GR","3",16,NA,NA,135,NA,NA,NA,NA,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,147
"BETPOP",2020,"GR","3",6,91,NA,130.5,NA,NA,NA,311,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",39.5,NA,NA,NA,NA,151.5
"BETPOP",2020,"GR","5",1,108,NA,143,NA,NA,NA,NA,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",35,NA,NA,NA,NA,139
"BETPOP",2020,"GR","5",6,100,NA,133,NA,NA,NA,NA,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",33,NA,NA,NA,NA,149
"BETPOP",2020,"GR","5A",12,NA,NA,148,NA,NA,NA,NA,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,134
"BETPOP",2020,"GR","5A",3,111,143,135,NA,NA,NA,298,NA,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",24,NA,NA,NA,8,NA
"BETPOP",2020,"GR","5B",12,NA,NA,135,NA,NA,NA,306,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,147
"BETPOP",2020,"GR","5B",3,108,143,143,NA,NA,NA,NA,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",35,NA,NA,NA,0,139
"BETPOP",2020,"GR","5C",12,NA,NA,135,NA,NA,NA,220,282,44.794942,-71.146683,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,147
"BETPOP",2020,"HF","1",2,100,NA,130.5,NA,NA,NA,265.5,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",30.5,NA,NA,NA,NA,151.5
"BETPOP",2020,"HF","1",3,108,NA,130.5,NA,NA,NA,NA,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",22.5,NA,NA,NA,NA,151.5
"BETPOP",2020,"HF","3",1,108,135,130.5,NA,NA,NA,214,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",22.5,NA,NA,NA,4.5,151.5
"BETPOP",2020,"HF","3A",6,100,133,135,NA,NA,NA,277.333333333333,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",35,NA,NA,NA,-2,147
"BETPOP",2020,"HF","3B",6,108,NA,130.5,NA,NA,NA,270.5,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",22.5,NA,NA,NA,NA,151.5
"BETPOP",2020,"HF","4",9,NA,NA,133,NA,NA,NA,311,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,149
"BETPOP",2020,"HF","5",2,NA,NA,NA,NA,NA,NA,NA,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,NA
"BETPOP",2020,"HF","5",6,100,NA,130.5,NA,NA,NA,284.333333333333,282,42.531705,-72.18992,"populifolia","Betula","Betula populifolia",30.5,NA,NA,NA,NA,151.5
"BETPOP",2020,"WM","7",1,85,NA,133,NA,NA,NA,265.5,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",48,NA,NA,NA,NA,149
"BETPOP",2020,"WM","7",15,NA,NA,133,NA,NA,NA,276,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,149
"BETPOP",2020,"WM","7",2,100,NA,131.5,NA,NA,NA,311,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",31.5,NA,NA,NA,NA,150.5
"BETPOP",2020,"WM","7",3,100,NA,130.5,NA,NA,NA,265.5,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",30.5,NA,NA,NA,NA,151.5
"BETPOP",2020,"WM","7",6,100,NA,131.5,NA,NA,NA,311,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",31.5,NA,NA,NA,NA,150.5
"BETPOP",2020,"WM","7",9,NA,NA,135,NA,NA,NA,256.5,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,147
"BETPOP",2020,"WM","8",15,NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,149
"BETPOP",2020,"WM","8",16,NA,NA,133,NA,NA,NA,276,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,149
"BETPOP",2020,"WM","9",15,NA,NA,133,NA,NA,NA,NA,282,44.112337,-71.230138,"populifolia","Betula","Betula populifolia",NA,NA,NA,NA,NA,149
"DIELON",2018,"GR","2",14,NA,202,135,142,156,173,NA,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",NA,46,NA,NA,67,NA
"DIELON",2018,"GR","5A",7,110,164.5,NA,NA,156,211,NA,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",NA,8.5,NA,NA,NA,NA
"DIELON",2018,"GR","5B",7,107,166,121,NA,159,170,193.5,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",14,7,23.5,34.5,45,NA
"DIELON",2018,"GR","5C",7,107,NA,124,NA,184,180,202,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",17,NA,22,18,NA,NA
"DIELON",2018,"GR","6",14,NA,170,135,149,151,173,166,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",NA,19,-7,15,35,NA
"DIELON",2018,"GR","8",13,103,217,124,142,156,173,NA,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",21,61,NA,NA,93,NA
"DIELON",2018,"HF","1",10,NA,NA,135,NA,NA,NA,NA,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,NA
"DIELON",2018,"HF","1A",7,NA,187,121,NA,156,170,220,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",NA,31,50,64,66,NA
"DIELON",2018,"HF","1B",7,93,198,121,NA,156,180,159,268,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",28,42,-21,3,77,147
"DIELON",2018,"HF","2",7,110,201.5,128,213,151,184,199.666666666667,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",18,50.5,15.666666666667,48.666666666667,73.5,NA
"DIELON",2018,"HF","2A",13,103,187,142,142,156,173,NA,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",39,31,NA,NA,45,NA
"DIELON",2018,"HF","2B",13,NA,218,135,173,177,197,NA,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",NA,41,NA,NA,83,NA
"DIELON",2018,"HF","2C",13,103,208.666666666667,135,142,156,180,NA,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",32,52.666666666667,NA,NA,73.666666666667,NA
"DIELON",2018,"HF","3",7,110,NA,121,NA,156,173,204,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",11,NA,31,48,NA,NA
"DIELON",2018,"HF","4",7,100,200,124,187,194,204,NA,NA,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",24,6,NA,NA,76,NA
"DIELON",2018,"SH","12",10,NA,NA,135,NA,NA,NA,NA,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,NA
"DIELON",2018,"SH","2A",13,110,NA,124,142,156,166,NA,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",14,NA,NA,NA,NA,NA
"DIELON",2018,"SH","2B",13,93,173,121,142,156,180,159,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",28,17,-21,3,52,NA
"DIELON",2018,"SH","4",10,110,163,135,NA,159,NA,NA,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",25,4,NA,NA,28,NA
"DIELON",2018,"SH","4",13,NA,166,135,142,151,180,NA,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",NA,15,NA,NA,31,NA
"DIELON",2018,"SH","4",14,NA,NA,NA,191,197,219,166,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",NA,NA,-53,-31,NA,NA
"DIELON",2018,"SH","4",7,107,176.5,124,NA,156,184,190,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",17,20.5,6,34,52.5,NA
"DIELON",2018,"WM","1A",13,86,NA,121,NA,NA,NA,NA,NA,44.112337,-71.230138,"lonicera","Diervilla","Diervilla lonicera",35,NA,NA,NA,NA,NA
"DIELON",2018,"WM","1B",13,103,NA,124,180,163,204,NA,NA,44.112337,-71.230138,"lonicera","Diervilla","Diervilla lonicera",21,NA,NA,NA,NA,NA
"DIELON",2018,"WM","1C",13,110,NA,124,177,184,197,NA,NA,44.112337,-71.230138,"lonicera","Diervilla","Diervilla lonicera",14,NA,NA,NA,NA,NA
"DIELON",2019,"GR","2",14,97,NA,115,142,NA,183,NA,249,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",18,NA,NA,NA,NA,134
"DIELON",2019,"GR","5A",7,NA,183,112,155,NA,183,NA,253,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,71,141
"DIELON",2019,"GR","5B",7,93,NA,112,150,NA,183,NA,256,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",19,NA,NA,NA,NA,144
"DIELON",2019,"GR","5C",7,93,NA,119,150,NA,183,NA,249,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",26,NA,NA,NA,NA,130
"DIELON",2019,"GR","6",14,97,190,115,NA,155,193,NA,249,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",18,35,NA,NA,75,134
"DIELON",2019,"GR","8",13,93,NA,119,142,NA,183,NA,249,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",26,NA,NA,NA,NA,130
"DIELON",2019,"HF","1",10,NA,NA,129,NA,NA,206,NA,256,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,127
"DIELON",2019,"HF","1A",7,93,183,112,155,NA,183,218,256,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",19,NA,35,NA,71,144
"DIELON",2019,"HF","1B",7,93,NA,112,NA,NA,NA,NA,249,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",19,NA,NA,NA,NA,137
"DIELON",2019,"HF","2",7,93,NA,112,150,NA,183,NA,253,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",19,NA,NA,NA,NA,141
"DIELON",2019,"HF","2A",13,NA,NA,115,142,NA,183,NA,263,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,148
"DIELON",2019,"HF","2B",13,100,183,127,NA,NA,183,NA,245,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",27,NA,NA,NA,56,118
"DIELON",2019,"HF","2C",13,93,168,115,147,NA,183,NA,245,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",22,NA,NA,NA,53,130
"DIELON",2019,"HF","3",7,93,NA,119,150,NA,183,NA,256,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",26,NA,NA,NA,NA,137
"DIELON",2019,"HF","4",7,NA,183,112,150,NA,183,NA,256,42.531705,-72.18992,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,71,144
"DIELON",2019,"SH","12",10,NA,NA,133.5,NA,NA,NA,NA,NA,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,NA
"DIELON",2019,"SH","2A",13,93,168,112,142,NA,168,NA,245,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",19,NA,NA,NA,56,133
"DIELON",2019,"SH","2B",13,93,168,119,142,NA,168,NA,249,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",26,NA,NA,NA,49,130
"DIELON",2019,"SH","4",10,NA,NA,135,NA,NA,NA,NA,253,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,118
"DIELON",2019,"SH","4",13,93,168,127,147,NA,168,NA,249,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",34,NA,NA,NA,41,122
"DIELON",2019,"SH","4",14,93,183,112,147,NA,183,221,249,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",19,NA,38,NA,71,137
"DIELON",2019,"SH","4",7,97,NA,112,150,NA,183,NA,256,45.932675,-74.02507,"lonicera","Diervilla","Diervilla lonicera",15,NA,NA,NA,NA,144
"DIELON",2019,"WM","1A",13,97,NA,112,142,NA,183,NA,253,44.112337,-71.230138,"lonicera","Diervilla","Diervilla lonicera",15,NA,NA,NA,NA,141
"DIELON",2019,"WM","1B",13,93,183,115,150,NA,183,NA,256,44.112337,-71.230138,"lonicera","Diervilla","Diervilla lonicera",22,NA,NA,NA,68,141
"DIELON",2019,"WM","1C",13,93,168,115,142,NA,168,NA,253,44.112337,-71.230138,"lonicera","Diervilla","Diervilla lonicera",22,NA,NA,NA,53,138
"DIELON",2020,"GR","2",14,NA,NA,133,NA,NA,NA,293,268,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,135
"DIELON",2020,"GR","5",10,NA,NA,133,NA,NA,NA,NA,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",NA,NA,NA,NA,NA,NA
"DIELON",2020,"GR","5A",7,78,NA,122,NA,NA,NA,293,NA,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",44,NA,NA,NA,NA,NA
"DIELON",2020,"GR","5B",7,85,NA,123.5,NA,NA,NA,287.5,275,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",38.5,NA,NA,NA,NA,151.5
"DIELON",2020,"GR","5C",7,78,NA,123.5,NA,NA,NA,NA,263,44.794942,-71.146683,"lonicera","Diervilla","Diervilla lonicera",45.5,NA,NA,NA,NA,139.5
