"","spp","year","site","ind","provenance.long","provenance.lat","plot","leafout","leafcolor","fgs","fgsGDD"
"725","VIBCAS",2020,"GR","12B",-71.146683,44.794942,8,133,255,122,1495.79722222223
"726","VIBCAS",2020,"GR","3",-71.146683,44.794942,14,133,275,142,1647.43611111111
"727","VIBCAS",2020,"GR","5",-71.146683,44.794942,8,133,229,96,1192.46666666667
"728","VIBCAS",2020,"GR","9",-71.146683,44.794942,4,126,229,103,1209.90833333333
"729","VIBCAS",2020,"HF","7A",-72.18992,42.531705,14,133,293,160,1727.46388888889
"730","VIBCAS",2020,"SH","1",-74.02507,45.932675,4,122,301,179,1801.00555555556
"731","VIBCAS",2020,"SH","1A",-74.02507,45.932675,8,108,248,140,1474.15277777778
"732","VIBCAS",2020,"SH","1B",-74.02507,45.932675,8,133,263,130,1546.76944444445
"733","VIBCAS",2020,"SH","5",-74.02507,45.932675,4,126,301,175,1777.1
"734","VIBCAS",2020,"SH","5A",-74.02507,45.932675,8,126,293,167,1744.90555555555
"735","VIBCAS",2020,"SH","5B",-74.02507,45.932675,8,128,268,140.5,1586.73611111111
"736","VIBCAS",2020,"SH","5C",-74.02507,45.932675,8,130,293,162.5,1737.38333333333
"737","VIBCAS",2020,"SH","9",-74.02507,45.932675,11,133,268,135,1574.575
"738","VIBCAS",2020,"WM","10",-71.230138,44.112337,11,133,268,135,1574.575
"739","VIBCAS",2020,"WM","4",-71.230138,44.112337,11,133,268,135,1574.575
"740","VIBCAS",2020,"WM","4",-71.230138,44.112337,4,124,220,96.5,1073.875
"741","VIBCAS",2020,"WM","4",-71.230138,44.112337,8,124,268,144.5,1600.65833333333
"742","VIBCAS",2020,"WM","7",-71.230138,44.112337,14,133,275,142,1647.43611111111
"743","VIBCAS",2020,"WM","9A",-71.230138,44.112337,11,133,275,142,1647.43611111111
"744","VIBCAS",2020,"WM","9A",-71.230138,44.112337,8,133,275,142,1647.43611111111
"745","VIBCAS",2020,"WM","9B",-71.230138,44.112337,11,133,268,135,1574.575
"746","VIBCAS",2020,"WM","9B",-71.230138,44.112337,8,133,275,142,1647.43611111111
