"","spp","year","site","ind","provenance.long","provenance.lat","plot","leafout","budset","pgs","pgsGDD"
"313","BETPOP",2020,"GR","5B",-71.146683,44.794942,3,143,282,139,1626.725
"314","BETPOP",2020,"GR","5C",-71.146683,44.794942,12,135,282,147,1671.73055555555
"315","BETPOP",2020,"HF","1",-72.18992,42.531705,2,130,282,151.5,1690.74444444444
"316","BETPOP",2020,"HF","1",-72.18992,42.531705,3,130,282,151.5,1690.74444444444
"317","BETPOP",2020,"HF","3",-72.18992,42.531705,1,130,282,151.5,1690.74444444444
"318","BETPOP",2020,"HF","3A",-72.18992,42.531705,6,135,282,147,1671.73055555555
"319","BETPOP",2020,"HF","3B",-72.18992,42.531705,6,130,282,151.5,1690.74444444444
"320","BETPOP",2020,"HF","4",-72.18992,42.531705,9,133,282,149,1680.825
"321","BETPOP",2020,"HF","5",-72.18992,42.531705,6,130,282,151.5,1690.74444444444
"322","BETPOP",2020,"WM","7",-71.230138,44.112337,1,133,282,149,1680.825
"323","BETPOP",2020,"WM","7",-71.230138,44.112337,15,133,282,149,1680.825
"324","BETPOP",2020,"WM","7",-71.230138,44.112337,2,132,282,150.5,1683.06666666666
"325","BETPOP",2020,"WM","7",-71.230138,44.112337,3,130,282,151.5,1690.74444444444
"326","BETPOP",2020,"WM","7",-71.230138,44.112337,6,132,282,150.5,1683.06666666666
"327","BETPOP",2020,"WM","7",-71.230138,44.112337,9,135,282,147,1671.73055555555
"328","BETPOP",2020,"WM","8",-71.230138,44.112337,15,133,282,149,1680.825
"329","BETPOP",2020,"WM","8",-71.230138,44.112337,16,133,282,149,1680.825
"330","BETPOP",2020,"WM","9",-71.230138,44.112337,15,133,282,149,1680.825
"331","DIELON",2018,"HF","1B",-72.18992,42.531705,7,121,268,147,1607.22777777777
"332","DIELON",2019,"GR","2",-71.146683,44.794942,14,115,249,134,1310.35
"333","DIELON",2019,"GR","5A",-71.146683,44.794942,7,112,253,141,1348.81388888889
"334","DIELON",2019,"GR","5B",-71.146683,44.794942,7,112,256,144,1373.16666666667
"335","DIELON",2019,"GR","5C",-71.146683,44.794942,7,119,249,130,1304.90833333333
"336","DIELON",2019,"GR","6",-71.146683,44.794942,14,115,249,134,1310.35
"337","DIELON",2019,"GR","8",-71.146683,44.794942,13,119,249,130,1304.90833333333
"338","DIELON",2019,"HF","1",-72.18992,42.531705,10,129,256,127,1337.99722222222
"339","DIELON",2019,"HF","1A",-72.18992,42.531705,7,112,256,144,1373.16666666667
"340","DIELON",2019,"HF","1B",-72.18992,42.531705,7,112,249,137,1318.18333333333
"341","DIELON",2019,"HF","2",-72.18992,42.531705,7,112,253,141,1348.81388888889
"342","DIELON",2019,"HF","2A",-72.18992,42.531705,13,115,263,148,1410.16388888889
"343","DIELON",2019,"HF","2B",-72.18992,42.531705,13,127,245,118,1253.39444444445
"344","DIELON",2019,"HF","2C",-72.18992,42.531705,13,115,245,130,1274.61944444445
"345","DIELON",2019,"HF","3",-72.18992,42.531705,7,119,256,137,1359.89166666667
"346","DIELON",2019,"HF","4",-72.18992,42.531705,7,112,256,144,1373.16666666667
"347","DIELON",2019,"SH","2A",-74.02507,45.932675,13,112,245,133,1282.45277777778
"348","DIELON",2019,"SH","2B",-74.02507,45.932675,13,119,249,130,1304.90833333333
"349","DIELON",2019,"SH","4",-74.02507,45.932675,10,135,253,118,1298.56388888889
"350","DIELON",2019,"SH","4",-74.02507,45.932675,13,127,249,122,1289.125
"351","DIELON",2019,"SH","4",-74.02507,45.932675,14,112,249,137,1318.18333333333
"352","DIELON",2019,"SH","4",-74.02507,45.932675,7,112,256,144,1373.16666666667
"353","DIELON",2019,"WM","1A",-71.230138,44.112337,13,112,253,141,1348.81388888889
"354","DIELON",2019,"WM","1B",-71.230138,44.112337,13,115,256,141,1365.33333333334
"355","DIELON",2019,"WM","1C",-71.230138,44.112337,13,115,253,138,1340.98055555556
"356","DIELON",2020,"GR","2",-71.146683,44.794942,14,133,268,135,1574.575
"357","DIELON",2020,"GR","5B",-71.146683,44.794942,7,124,275,151.5,1673.51944444444
"358","DIELON",2020,"GR","5C",-71.146683,44.794942,7,124,263,139.5,1572.85277777778
"359","DIELON",2020,"GR","6",-71.146683,44.794942,14,133,282,149,1680.825
"360","DIELON",2020,"GR","8",-71.146683,44.794942,13,133,282,149,1680.825
"361","DIELON",2020,"HF","1B",-72.18992,42.531705,7,120,275,154.5,1694.82222222222
"362","DIELON",2020,"HF","2",-72.18992,42.531705,7,122,275,153,1688.78333333333
"363","DIELON",2020,"HF","2A",-72.18992,42.531705,13,133,282,149,1680.825
"364","DIELON",2020,"HF","2B",-72.18992,42.531705,13,133,282,149,1680.825
"365","DIELON",2020,"HF","2C",-72.18992,42.531705,13,133,263,130,1546.76944444445
"366","DIELON",2020,"SH","2B",-74.02507,45.932675,13,133,282,149,1680.825
"367","DIELON",2020,"SH","4",-74.02507,45.932675,13,133,268,135,1574.575
"368","DIELON",2020,"SH","4",-74.02507,45.932675,14,133,282,149,1680.825
"369","DIELON",2020,"WM","1A",-71.230138,44.112337,13,133,255,122,1495.79722222223
"370","DIELON",2020,"WM","1B",-71.230138,44.112337,13,133,275,142,1647.43611111111
"371","DIELON",2020,"WM","1C",-71.230138,44.112337,13,133,268,135,1574.575
"372","MYRGAL",2019,"GR","8A",-71.146683,44.794942,4,119,245,126,1269.17777777778
"373","MYRGAL",2019,"GR","8B",-71.146683,44.794942,4,150,240,90,1085.43611111111
"374","MYRGAL",2019,"GR","8D",-71.146683,44.794942,4,135,249,114,1267.93333333333
"375","MYRGAL",2019,"SH","1",-74.02507,45.932675,8,123,249,126,1300.575
"376","MYRGAL",2019,"SH","1A",-74.02507,45.932675,4,119,232,113,1136.08333333333
"377","MYRGAL",2019,"SH","1B",-74.02507,45.932675,4,135,240,105,1179.87222222222
"378","MYRGAL",2019,"SH","2",-74.02507,45.932675,8,127,249,122,1289.125
"379","MYRGAL",2019,"SH","2A",-74.02507,45.932675,4,115,240,125,1222.28888888889
"380","MYRGAL",2019,"SH","2B",-74.02507,45.932675,4,129,249,120,1283.01388888888
"381","MYRGAL",2019,"SH","99",-74.02507,45.932675,14,119,253,134,1335.53888888889
"382","MYRGAL",2019,"WM","6",-71.230138,44.112337,14,119,253,134,1335.53888888889
"383","MYRGAL",2019,"WM","6A",-71.230138,44.112337,11,129,249,120,1283.01388888888
"384","MYRGAL",2019,"WM","6A",-71.230138,44.112337,4,127,240,113,1201.06388888889
"385","MYRGAL",2019,"WM","6A",-71.230138,44.112337,8,119,249,130,1304.90833333333
"386","MYRGAL",2019,"WM","6B",-71.230138,44.112337,11,119,249,130,1304.90833333333
"387","MYRGAL",2019,"WM","6B",-71.230138,44.112337,4,127,240,113,1201.06388888889
"388","MYRGAL",2019,"WM","6B",-71.230138,44.112337,8,119,249,130,1304.90833333333
"389","MYRGAL",2020,"GR","8A",-71.146683,44.794942,4,143,282,139,1626.725
"390","MYRGAL",2020,"GR","8C",-71.146683,44.794942,4,128,282,154.5,1692.98611111111
"391","MYRGAL",2020,"SH","1",-74.02507,45.932675,8,135,282,147,1671.73055555555
"392","MYRGAL",2020,"SH","1A",-74.02507,45.932675,4,130,282,151.5,1690.74444444444
"393","MYRGAL",2020,"SH","2",-74.02507,45.932675,8,133,282,149,1680.825
"394","MYRGAL",2020,"SH","2A",-74.02507,45.932675,4,133,282,149,1680.825
"395","MYRGAL",2020,"SH","2B",-74.02507,45.932675,4,133,282,149,1680.825
"396","MYRGAL",2020,"SH","99",-74.02507,45.932675,14,133,282,149,1680.825
"397","MYRGAL",2020,"WM","6",-71.230138,44.112337,14,133,282,149,1680.825
"398","MYRGAL",2020,"WM","6A",-71.230138,44.112337,11,135,282,147,1671.73055555555
"399","MYRGAL",2020,"WM","6A",-71.230138,44.112337,4,133,282,149,1680.825
"400","MYRGAL",2020,"WM","6A",-71.230138,44.112337,8,133,282,149,1680.825
"401","MYRGAL",2020,"WM","6B",-71.230138,44.112337,11,133,282,149,1680.825
"402","MYRGAL",2020,"WM","6B",-71.230138,44.112337,4,148,282,134,1593.96111111111
"403","MYRGAL",2020,"WM","6B",-71.230138,44.112337,8,133,282,149,1680.825
"404","QUEALB",2019,"HF","4",-72.18992,42.531705,15,140,245,105,1195.70833333333
"405","QUEALB",2019,"HF","4A",-72.18992,42.531705,16,127,232,105,1120.3
"406","QUEALB",2019,"HF","4B",-72.18992,42.531705,16,147,249,102,1181.19166666666
"407","QUEALB",2020,"HF","4A",-72.18992,42.531705,16,143,263,120,1492.66944444445
"408","QUERUB",2018,"WM","9",-71.230138,44.112337,9,138,232,94,1101.91388888889
"409","QUERUB",2019,"HF","9",-72.18992,42.531705,5,123,232,109,1131.75
"410","QUERUB",2019,"HF","99",-72.18992,42.531705,5,147,232,85,1012.36666666666
"411","QUERUB",2019,"WM","9",-71.230138,44.112337,9,140,249,109,1231.43888888888
"412","QUERUB",2020,"HF","9",-72.18992,42.531705,5,133,241,108,1345.075
"413","QUERUB",2020,"HF","99",-72.18992,42.531705,5,143,241,98,1290.975
"414","SAMRAC",2018,"HF","B",-72.18992,42.531705,13,124,277,153,1622.10555555555
"415","SAMRAC",2019,"GR","2",-71.146683,44.794942,7,112,253,141,1348.81388888889
"416","SAMRAC",2019,"GR","4",-71.146683,44.794942,7,112,260,148,1401.65277777778
"417","SAMRAC",2019,"GR","7",-71.146683,44.794942,10,112,274,162,1518.925
"418","SAMRAC",2019,"GR","7A",-71.146683,44.794942,7,112,260,148,1401.65277777778
"419","SAMRAC",2019,"GR","7B",-71.146683,44.794942,7,112,274,162,1518.925
"420","SAMRAC",2019,"GR","9",-71.146683,44.794942,7,112,249,137,1318.18333333333
"421","SAMRAC",2019,"HF","A",-72.18992,42.531705,10,115,274,159,1511.09166666667
"422","SAMRAC",2019,"HF","B",-72.18992,42.531705,10,115,274,159,1511.09166666667
"423","SAMRAC",2019,"HF","B",-72.18992,42.531705,13,119,274,155,1505.65
"424","SAMRAC",2019,"HF","C",-72.18992,42.531705,13,115,274,159,1511.09166666667
"425","SAMRAC",2019,"HF","D",-72.18992,42.531705,13,115,274,159,1511.09166666667
"426","SAMRAC",2020,"GR","2",-71.146683,44.794942,7,120,282,161.5,1728.21111111111
"427","SAMRAC",2020,"GR","4",-71.146683,44.794942,10,133,268,135,1574.575
"428","SAMRAC",2020,"GR","4",-71.146683,44.794942,7,120,282,161.5,1728.21111111111
"429","SAMRAC",2020,"GR","7B",-71.146683,44.794942,7,126,282,156,1698.26666666666
"430","SAMRAC",2020,"GR","8",-71.146683,44.794942,13,133,282,149,1680.825
"431","SAMRAC",2020,"GR","9",-71.146683,44.794942,7,120,282,161.5,1728.21111111111
"432","SAMRAC",2020,"HF","A",-72.18992,42.531705,10,133,268,135,1574.575
"433","SAMRAC",2020,"HF","A",-72.18992,42.531705,13,133,268,135,1574.575
"434","SAMRAC",2020,"HF","B",-72.18992,42.531705,13,133,282,149,1680.825
"435","SAMRAC",2020,"HF","C",-72.18992,42.531705,13,133,268,135,1574.575
"436","SAMRAC",2020,"HF","D",-72.18992,42.531705,13,133,282,149,1680.825
"437","SORAME",2018,"GR","9A",-71.146683,44.794942,10,138,263,125,1462.61388888888
"438","SORAME",2018,"GR","9B",-71.146683,44.794942,10,131,225,94,1043.35555555556
"439","SORAME",2018,"SH","3A",-74.02507,45.932675,10,138,221,83,960.125000000004
"440","SORAME",2019,"GR","9A",-71.146683,44.794942,7,141,249,108,1224.70277777777
"441","SORAME",2019,"GR","9B",-71.146683,44.794942,10,119,245,126,1269.17777777778
"442","SORAME",2019,"GR","9B",-71.146683,44.794942,7,115,245,130,1274.61944444445
"443","SORAME",2019,"GR","9C",-71.146683,44.794942,7,123,245,122,1264.84444444445
"444","SORAME",2019,"GR","9D",-71.146683,44.794942,7,135,249,114,1267.93333333333
"445","SORAME",2019,"SH","1A",-74.02507,45.932675,13,132,240,107.5,1183.51388888889
"446","SORAME",2019,"SH","1B",-74.02507,45.932675,13,115,240,125,1222.28888888889
"447","SORAME",2019,"SH","3",-74.02507,45.932675,13,140,240,100,1143.37777777777
"448","SORAME",2019,"SH","3",-74.02507,45.932675,14,127,245,118,1253.39444444445
"449","SORAME",2019,"SH","3",-74.02507,45.932675,7,119,240,121,1216.84722222222
"450","SORAME",2020,"GR","9B",-71.146683,44.794942,7,135,282,147,1671.73055555555
"451","SORAME",2020,"GR","9C",-71.146683,44.794942,7,143,282,139,1626.725
"452","SORAME",2020,"SH","3",-74.02507,45.932675,13,143,268,125,1520.475
"453","SORAME",2020,"SH","3",-74.02507,45.932675,14,143,282,139,1626.725
"454","SORAME",2020,"SH","3",-74.02507,45.932675,7,143,268,125,1520.475
"455","SPIALB",2019,"GR","12A",-71.146683,44.794942,8,127,274,147,1489.86666666667
"456","SPIALB",2019,"GR","12B",-71.146683,44.794942,8,115,263,148,1410.16388888889
"457","SPIALB",2019,"GR","3",-71.146683,44.794942,4,112,256,144,1373.16666666667
"458","SPIALB",2019,"GR","3",-71.146683,44.794942,8,112,256,144,1373.16666666667
"459","SPIALB",2019,"GR","7",-71.146683,44.794942,4,112,267,155,1466.82222222222
"460","SPIALB",2019,"HF","10",-72.18992,42.531705,11,112,256,144,1373.16666666667
"461","SPIALB",2019,"HF","2",-72.18992,42.531705,8,115,267,152,1458.98888888889
"462","SPIALB",2019,"HF","4A",-72.18992,42.531705,11,112,274,162,1518.925
"463","SPIALB",2019,"HF","8",-72.18992,42.531705,4,112,253,141,1348.81388888889
"464","SPIALB",2019,"SH","1",-74.02507,45.932675,4,112,260,148,1401.65277777778
"465","SPIALB",2019,"SH","4A",-74.02507,45.932675,4,112,267,155,1466.82222222222
"466","SPIALB",2019,"SH","7",-74.02507,45.932675,4,115,274,159,1511.09166666667
"467","SPIALB",2019,"SH","7A",-74.02507,45.932675,8,112,263,151,1417.99722222222
"468","SPIALB",2019,"SH","7B",-74.02507,45.932675,8,112,253,141,1348.81388888889
"469","SPIALB",2019,"SH","8",-74.02507,45.932675,4,112,263,151,1417.99722222222
"470","SPIALB",2019,"SH","9A",-74.02507,45.932675,4,112,263,151,1417.99722222222
"471","SPIALB",2019,"SH","9B",-74.02507,45.932675,4,115,260,145,1393.81944444445
"472","SPIALB",2019,"WM","2A",-71.230138,44.112337,4,115,263,148,1410.16388888889
"473","SPIALB",2019,"WM","2B",-71.230138,44.112337,11,112,253,141,1348.81388888889
"474","SPIALB",2019,"WM","5",-71.230138,44.112337,11,112,253,141,1348.81388888889
"475","SPIALB",2019,"WM","7A",-71.230138,44.112337,4,112,263,151,1417.99722222222
"476","SPIALB",2019,"WM","7B",-71.230138,44.112337,8,112,253,141,1348.81388888889
"477","SPIALB",2020,"GR","12A",-71.146683,44.794942,8,122,282,160,1722.17222222222
"478","SPIALB",2020,"GR","12B",-71.146683,44.794942,8,133,282,149,1680.825
"479","SPIALB",2020,"GR","3",-71.146683,44.794942,8,133,282,149,1680.825
"480","SPIALB",2020,"GR","5",-71.146683,44.794942,8,108,282,174,1738.79166666666
"481","SPIALB",2020,"GR","9",-71.146683,44.794942,8,133,282,149,1680.825
"482","SPIALB",2020,"HF","10",-72.18992,42.531705,11,133,282,149,1680.825
"483","SPIALB",2020,"HF","2",-72.18992,42.531705,8,133,282,149,1680.825
"484","SPIALB",2020,"HF","3",-72.18992,42.531705,8,133,282,149,1680.825
"485","SPIALB",2020,"HF","4A",-72.18992,42.531705,11,133,282,149,1680.825
"486","SPIALB",2020,"HF","4B",-72.18992,42.531705,11,133,282,149,1680.825
"487","SPIALB",2020,"SH","7A",-74.02507,45.932675,8,133,282,149,1680.825
"488","SPIALB",2020,"SH","7B",-74.02507,45.932675,8,133,282,149,1680.825
"489","SPIALB",2020,"WM","2B",-71.230138,44.112337,11,133,282,149,1680.825
"490","SPIALB",2020,"WM","4A",-71.230138,44.112337,11,133,282,149,1680.825
"491","SPIALB",2020,"WM","4B",-71.230138,44.112337,11,133,282,149,1680.825
"492","SPIALB",2020,"WM","4C",-71.230138,44.112337,11,133,282,149,1680.825
"493","SPIALB",2020,"WM","5",-71.230138,44.112337,11,133,282,149,1680.825
"494","SPIALB",2020,"WM","7A",-71.230138,44.112337,4,120,282,161.5,1728.21111111111
"495","SPIALB",2020,"WM","7B",-71.230138,44.112337,8,133,282,149,1680.825
"496","SPITOM",2019,"GR","1",-71.146683,44.794942,8,119,253,134,1335.53888888889
"497","SPITOM",2019,"GR","1A",-71.146683,44.794942,11,119,253,134,1335.53888888889
"498","SPITOM",2019,"GR","1B",-71.146683,44.794942,11,115,253,138,1340.98055555556
"499","SPITOM",2019,"GR","2B",-71.146683,44.794942,8,112,256,144,1373.16666666667
"500","SPITOM",2019,"GR","2C",-71.146683,44.794942,8,119,260,141,1388.37777777778
"501","SPITOM",2019,"GR","2D",-71.146683,44.794942,8,119,263,144,1404.72222222222
"502","SPITOM",2019,"HF","13",-72.18992,42.531705,8,119,253,134,1335.53888888889
"503","SPITOM",2019,"HF","4",-72.18992,42.531705,8,119,249,130,1304.90833333333
"504","SPITOM",2019,"HF","5",-72.18992,42.531705,11,150,260,110,1256.96666666667
"505","SPITOM",2019,"HF","6A",-72.18992,42.531705,8,115,256,141,1365.33333333334
"506","SPITOM",2019,"HF","6B",-72.18992,42.531705,8,119,260,141,1388.37777777778
"507","SPITOM",2019,"HF","9A",-72.18992,42.531705,8,119,253,134,1335.53888888889
"508","SPITOM",2019,"HF","9B",-72.18992,42.531705,8,119,253,134,1335.53888888889
"509","SPITOM",2019,"SH","9",-74.02507,45.932675,4,119,253,134,1335.53888888889
"510","SPITOM",2019,"SH","99",-74.02507,45.932675,4,119,253,134,1335.53888888889
"511","SPITOM",2019,"SH","99B",-74.02507,45.932675,11,119,256,137,1359.89166666667
"512","SPITOM",2019,"SH","99C",-74.02507,45.932675,11,119,249,130,1304.90833333333
"513","SPITOM",2019,"SH","99D",-74.02507,45.932675,11,119,253,134,1335.53888888889
"514","SPITOM",2019,"SH","99E",-74.02507,45.932675,11,119,253,134,1335.53888888889
"515","SPITOM",2019,"SH","99F",-74.02507,45.932675,11,135,253,118,1298.56388888889
"516","SPITOM",2019,"WM","4A",-71.230138,44.112337,8,115,256,141,1365.33333333334
"517","SPITOM",2019,"WM","4B",-71.230138,44.112337,8,115,256,141,1365.33333333334
"518","SPITOM",2019,"WM","5",-71.230138,44.112337,8,115,256,141,1365.33333333334
"519","SPITOM",2019,"WM","5A",-71.230138,44.112337,4,115,256,141,1365.33333333334
"520","SPITOM",2019,"WM","5B",-71.230138,44.112337,4,115,256,141,1365.33333333334
"521","SPITOM",2019,"WM","5D",-71.230138,44.112337,4,119,256,137,1359.89166666667
"522","SPITOM",2019,"WM","5E",-71.230138,44.112337,4,119,253,134,1335.53888888889
"523","SPITOM",2020,"GR","1",-71.146683,44.794942,8,133,282,149,1680.825
"524","SPITOM",2020,"GR","1A",-71.146683,44.794942,11,133,282,149,1680.825
"525","SPITOM",2020,"GR","1B",-71.146683,44.794942,11,133,282,149,1680.825
"526","SPITOM",2020,"GR","2B",-71.146683,44.794942,8,126,282,156,1698.26666666666
"527","SPITOM",2020,"GR","2C",-71.146683,44.794942,8,133,282,149,1680.825
"528","SPITOM",2020,"GR","2D",-71.146683,44.794942,8,133,282,149,1680.825
"529","SPITOM",2020,"HF","13",-72.18992,42.531705,8,133,282,149,1680.825
"530","SPITOM",2020,"HF","4",-72.18992,42.531705,8,133,282,149,1680.825
"531","SPITOM",2020,"HF","6",-72.18992,42.531705,11,133,282,149,1680.825
"532","SPITOM",2020,"HF","6A",-72.18992,42.531705,8,126,282,156,1698.26666666666
"533","SPITOM",2020,"HF","6B",-72.18992,42.531705,8,133,282,149,1680.825
"534","SPITOM",2020,"HF","9A",-72.18992,42.531705,8,133,282,149,1680.825
"535","SPITOM",2020,"HF","9B",-72.18992,42.531705,8,133,282,149,1680.825
"536","SPITOM",2020,"SH","99B",-74.02507,45.932675,11,133,282,149,1680.825
"537","SPITOM",2020,"SH","99C",-74.02507,45.932675,11,133,282,149,1680.825
"538","SPITOM",2020,"SH","99D",-74.02507,45.932675,11,133,282,149,1680.825
"539","SPITOM",2020,"SH","99E",-74.02507,45.932675,11,133,282,149,1680.825
"540","SPITOM",2020,"SH","99F",-74.02507,45.932675,11,133,282,149,1680.825
"541","SPITOM",2020,"WM","4A",-71.230138,44.112337,8,124,282,158.5,1706.90833333333
"542","SPITOM",2020,"WM","4B",-71.230138,44.112337,8,133,282,149,1680.825
"543","SPITOM",2020,"WM","5",-71.230138,44.112337,8,133,282,149,1680.825
"544","VACMYR",2019,"WM","5",-71.230138,44.112337,13,147,245,98,1145.46111111111
"545","VIBCAS",2019,"GR","10",-71.146683,44.794942,11,115,249,134,1310.35
"546","VIBCAS",2019,"GR","10",-71.146683,44.794942,4,115,240,125,1222.28888888889
"547","VIBCAS",2019,"GR","12A",-71.146683,44.794942,4,115,245,130,1274.61944444445
"548","VIBCAS",2019,"GR","12A",-71.146683,44.794942,8,112,253,141,1348.81388888889
"549","VIBCAS",2019,"GR","12B",-71.146683,44.794942,4,115,249,134,1310.35
"550","VIBCAS",2019,"GR","12B",-71.146683,44.794942,8,112,249,137,1318.18333333333
"551","VIBCAS",2019,"GR","3",-71.146683,44.794942,14,115,253,138,1340.98055555556
"552","VIBCAS",2019,"GR","5",-71.146683,44.794942,8,112,249,137,1318.18333333333
"553","VIBCAS",2019,"GR","9",-71.146683,44.794942,4,112,274,162,1518.925
"554","VIBCAS",2019,"HF","7A",-72.18992,42.531705,14,119,260,141,1388.37777777778
"555","VIBCAS",2019,"SH","1",-74.02507,45.932675,4,115,274,159,1511.09166666667
"556","VIBCAS",2019,"SH","1A",-74.02507,45.932675,8,112,253,141,1348.81388888889
"557","VIBCAS",2019,"SH","1B",-74.02507,45.932675,8,115,240,125,1222.28888888889
"558","VIBCAS",2019,"SH","5",-74.02507,45.932675,4,112,256,144,1373.16666666667
"559","VIBCAS",2019,"SH","5A",-74.02507,45.932675,8,115,263,148,1410.16388888889
"560","VIBCAS",2019,"SH","5B",-74.02507,45.932675,8,112,253,141,1348.81388888889
"561","VIBCAS",2019,"SH","9",-74.02507,45.932675,11,119,249,130,1304.90833333333
"562","VIBCAS",2019,"WM","10",-71.230138,44.112337,11,112,240,128,1230.12222222222
"563","VIBCAS",2019,"WM","4",-71.230138,44.112337,11,112,253,141,1348.81388888889
"564","VIBCAS",2019,"WM","4",-71.230138,44.112337,4,115,240,125,1222.28888888889
"565","VIBCAS",2019,"WM","4",-71.230138,44.112337,8,115,245,130,1274.61944444445
"566","VIBCAS",2019,"WM","7",-71.230138,44.112337,14,119,240,121,1216.84722222222
"567","VIBCAS",2019,"WM","9A",-71.230138,44.112337,11,119,253,134,1335.53888888889
"568","VIBCAS",2019,"WM","9A",-71.230138,44.112337,8,112,249,137,1318.18333333333
"569","VIBCAS",2019,"WM","9B",-71.230138,44.112337,11,112,253,141,1348.81388888889
"570","VIBCAS",2019,"WM","9B",-71.230138,44.112337,8,114,240,126.5,1224.38611111111
"571","VIBCAS",2020,"GR","10",-71.146683,44.794942,11,133,248,115,1416.18611111112
"572","VIBCAS",2020,"GR","10",-71.146683,44.794942,4,124,282,158.5,1706.90833333333
"573","VIBCAS",2020,"GR","12A",-71.146683,44.794942,4,120,282,161.5,1728.21111111111
"574","VIBCAS",2020,"GR","12A",-71.146683,44.794942,8,122,282,160,1722.17222222222
"575","VIBCAS",2020,"GR","12B",-71.146683,44.794942,4,122,282,160,1722.17222222222
"576","VIBCAS",2020,"GR","12B",-71.146683,44.794942,8,133,282,149,1680.825
"577","VIBCAS",2020,"GR","3",-71.146683,44.794942,14,133,282,149,1680.825
"578","VIBCAS",2020,"GR","5",-71.146683,44.794942,8,133,282,149,1680.825
"579","VIBCAS",2020,"GR","9",-71.146683,44.794942,4,126,275,149,1664.87777777777
"580","VIBCAS",2020,"HF","7A",-72.18992,42.531705,14,133,282,149,1680.825
"581","VIBCAS",2020,"SH","1",-74.02507,45.932675,4,122,293,171,1768.81111111111
"582","VIBCAS",2020,"SH","1B",-74.02507,45.932675,8,133,282,149,1680.825
"583","VIBCAS",2020,"SH","5",-74.02507,45.932675,4,126,293,167,1744.90555555555
"584","VIBCAS",2020,"SH","5B",-74.02507,45.932675,8,128,263,135.5,1558.93055555556
"585","VIBCAS",2020,"SH","5C",-74.02507,45.932675,8,130,275,144.5,1657.35555555555
"586","VIBCAS",2020,"SH","9",-74.02507,45.932675,11,133,248,115,1416.18611111112
"587","VIBCAS",2020,"WM","10",-71.230138,44.112337,11,133,282,149,1680.825
"588","VIBCAS",2020,"WM","4",-71.230138,44.112337,11,133,282,149,1680.825
"589","VIBCAS",2020,"WM","4",-71.230138,44.112337,4,124,282,158.5,1706.90833333333
"590","VIBCAS",2020,"WM","4",-71.230138,44.112337,8,124,282,158.5,1706.90833333333
"591","VIBCAS",2020,"WM","7",-71.230138,44.112337,14,133,282,149,1680.825
"592","VIBCAS",2020,"WM","9A",-71.230138,44.112337,11,133,282,149,1680.825
"593","VIBCAS",2020,"WM","9A",-71.230138,44.112337,8,133,282,149,1680.825
"594","VIBCAS",2020,"WM","9B",-71.230138,44.112337,11,133,282,149,1680.825
"595","VIBCAS",2020,"WM","9B",-71.230138,44.112337,8,133,282,149,1680.825
