ID,Plot,Phase,3.3.2020,3.9.2020,3.9.2020,3.18.2020,3.25.2020,3.31.2020,4.7.2020,4.9.2020,4.17.2020,4.20.2020,4.23.2020,4.28.2020,5.1.2020,5.7.2020,5.12.2020,5.14.2020,5.22.2020,5.27.2020,6.2.2020,6.5.2020,6.12.2020,6.15.2020,6.23.2020,6.25.2020,7.3.2020,7.6.2020,7.16.2020,7.24.2020,8.1.2020,8.7.2020,8.16.2020,8.28.2020,9.4.2020,9.11.2020,9.19.2020,9.24.2020,10.1.2020,10.8.2020,10.19.2020,10.27.2020,11.6.2020,11.16.2020
DIELON_GR_5C,7,Flowers,,,,,,,,,,,,,,,,,,,63,65,65,65,68/71,68/71,74,75,75,76,76,76,76/68,77/93,78/92,78/92,79/93,93/102,94,NA,,,,
DIELON_HF_2,7,Leaves,,,,9,10,11,12,16,18,19,,,,,19,,,,,,,,,,,,,,,,,,,,101,,102,"102,93",94,94,95,99
DIELON_HF_2,7,Flowers,,,,,,,,,,,,,,,,,,59,,61,67,67,68/71,72,73,74,74,75,76,76,76/92,76,76,76,77,77/92,92,77,79,,,
DIELON_HF_1B,7,Leaves,,,,9,10,11,14,17,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,101,102,"102,92",93,95,95,98
DIELON_HF_1B,7,Flowers,,,,,,,,,,,,,,,,,,61,64,65,67,67,68/71,72,73,74,75,75,76,76,76,76/92,76/91,78/91,79/92,92/102,92,77,79,,,
ACESPI_GR_4,7,Leaves,,,,,,,,9,10,15,16,17,18,19,19,,,,,,,,,,,,,,,,,,,,101,,,99,99,99,99,
ACESPI_GR_4,7,Flowers,,,,,,,,,,,,,54,54,59,59,64,69,,71,72,74,77,78,78,78,77,77,77,77/93,78/96,99/79,,,,,,x,,,,
SORAME_GR_9B,7,Leaves,,,,,,,,,9,10,10,12,16,18,18,19,,,,,,,,,,,,,,,,,,,,,,"102,94",94,97,98,99
SORAME_GR_9B,7,Flowers,,,,,,,,,,,,,,,58,59,,,63,67,69,72,76,76,76,76,74,74,74,74,74/92,75/92,75/92,75/92,76/93,79/94,94,NA,,,,
ACESPI_SH_2,7,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,102,,X,x,,,
ACESPI_SH_2,7,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SAMRAC_GR_7B,7,Leaves,7,7,7,9,10,10,14,14,16,18,18,19,,,19,,,,,,,,,,,,,,,,,93,93,93,93/102,93,94,"102,94",95,95,97,99
SAMRAC_GR_7B,7,Flowers,,,,,,51,53,56,57,59,59,59,,64,64,67,68/71,68/72,73,76,76,77,79,,,,,,,,,,,,,,,NA,,,,
ACESPI_WM_1,7,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
ACESPI_WM_1,7,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
SAMRAC_GR_4,7,Leaves,7,9,9,10,11,13,16,18,19,,,,,,19,,,,,,,,,,,,,,,,,93,93,93,101/93,102/93,94,102,94,96,97,99
SAMRAC_GR_4,7,Flowers,,,,52,52,54,57,58,58,59,59,59,,67,68,68,72,68/74,74,77,77,78,79,,,,,,,,,,,,,,,94,,,,
SAMRAC_GR_9,7,Leaves,10,10,10,11,11,12,15,16,19,,,,,,19,,,,,,,,,,,,,,,,,93,93,93,93/101,102/94,94,"102,94",94,95,97,99
SAMRAC_GR_9,7,Flowers,,,,52,52,53,57,58,58,59,59,59,63,67,59,64,74,76,76,76,77,78,79,,,,,,,,,,,,,,,,,,,
VIBCAS_SH_1A,8,Leaves,,,,9,10,13,15,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,93",93,94,92,98
VIBCAS_SH_1A,8,Flowers,,,,,,51,53,54,57,58,58,58,59,,,,,,61,67,72,72,75,75,75,75,76,77,77,77,78/91,79/92,92,100/92,101/92,101/92,"101, 93",NA,,,,
AROMEL_HF_4,8,Leaves,,,,9,10,10,10,11,12,15,17,19,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",94,96,97,99
AROMEL_HF_4,8,Flowers,,,,,,,,53,55,58,58,59,,,59,61,68,69,72,73,73,73,74,75,75,75,74,74,74,74,74/100,74/101,78,79/101,101/91,101/91,"102, 92",79,,79,79,
VIBCAS_SH_5A,8,Leaves,,,,,9,10,15,15,17,18,18,19,,,19,,,,,,,,,,,,,,,,,,101,,,,,"101,92",92,93,95,99
VIBCAS_SH_5A,8,Flowers,,,,,,,,,54,57,58,58,59,,59,,,,62,67,71,73,75,75,75,75,76,77,77,77,76/100,76/100,76/101,78/100,78/101,79/101,"101, 92",NA,,,,
MYRGAL_WM_6A,8,Leaves,,,,,,,,,9,15,15,16,17,18,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",94,95,96,99
MYRGAL_WM_6A,8,Flowers,,,,65-m,65-m,67-m,68-m,69-m,,,,,,,,,,,,,,,,,,,,,,,,,92,92,92,92,92,102m,102m,,,
VIBCAS_WM_4,8,Leaves,,,,,,9,14,14,16,18,19,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,95",97,98,98,99
VIBCAS_WM_4,8,Flowers,,,,,,,51,55,57,58,58,58,59,,59,,,,64,67,71,73,74,74,76,,76,77,77,77,78/100,78/100,78/100,79/101,102/92,93,93,NA,,,,
MYRGAL_SH_1,8,Leaves,,,,,,,,,,9,10,11,14,18,18,19,,,,,,,,,,,,,,,,,92,92,92,92,92,"102,94",95,96,98,99
MYRGAL_SH_1,8,Flowers,,,,65-m,65-m,67-m,68-m,68-m,69-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102m,102m,,,
VIBCAS_SH_5B,8,Leaves,,,,9,9,9,13,13,16,18,18,18,19,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",96,97,98,99
VIBCAS_SH_5B,8,Flowers,,,,,,,,,54,57,58,58,59,,59,,,,61,67,71,72,74,74,76,76,76,77,77,77,78/100,78/100,78/100,79/101,102,92,92,79,79,,,
AROMEL_HF_10,8,Leaves,,,,,9,10,11,11,12,17,18,19,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",97,97,97,99
AROMEL_HF_10,8,Flowers,,,,,,,,52,54,57,58,58,59,,59,61,68,69,72,73,73,73,73,74,75,76,74,74,74,74,74/100,74/101,74/101,79/101,101,102,91,79,79,79,79,
AROMEL_WM_7,8,Leaves,,,,,9,9,10,10,12,17,17,18,19,,19,,,,,,,,,,,,,,,,,,,,,,,"102,97",98,98,99,99
AROMEL_WM_7,8,Flowers,,,,,,,,,,,54,57,58,,59,61,68,68,72,73,73,73,73,73,74,75,75,75,,,,,,,101/97,102/97,97,NA,,,,
SPIALB_WM_7A,8,Leaves,,,,,9,10,12,15,17,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"101,92",93,95,97,99
SPIALB_WM_7A,8,Flowers,,,,,,,,,,,,,,,,,,,58,58,58,61,64,67,68/74,68/76,68/76,76,76,68/76,77,79/69,92,92,92,92,92,79,79,,,
VIBCAS_GR_12A,8,Leaves,,,,,9,10,15,15,18,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",94,94,96,99
VIBCAS_GR_12A,8,Flowers,,,,,,,53,54,56,58,58,58,59,,59,,,,64,68,72,74,75,75,76,76,77,77,77,78,78/100,79/100,92,92,101/92,102/93,93,NA,,,,
SPITOM_GR_2B,8,Leaves,,,,,,9,10,10,12,18,18,19,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,93",96,98,99,99
SPITOM_GR_2B,8,Flowers,,,,,,,,,,,,,,,,,,,,,,,61,61,62,64,64,72,74,76,76,79,92,93,94,95,95,79,79,,,
SPITOM_WM_4A,8,Leaves,,,,,9,9,10,11,16,18,19,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,95",96,97,98,99
SPITOM_WM_4A,8,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,62,64,64,72,74,76,76,78,79,92,93,93,94,79,79,,,
SPITOM_HF_6A,8,Leaves,,,,,9,9,10,10,15,18,18,19,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,95",95,97,98,99
SPITOM_HF_6A,8,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,62,67,72,74,77,77/92,79/93,92,93,93,93,94,79,79,,,
SPIALB_GR_12A,8,Leaves,,,,9,10,10,15,17,18,19,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,92",93,95,96,99
SPIALB_GR_12A,8,Flowers,,,,,,,,,,,,,,,,,,,56,58,58,62,67,67,68/74,68/76,68/74,76,77,68/77,68/76,77,79,92,92,92,92,79,79,,,
VIBCAS_SH_5C,8,Leaves,,,,,9,10,15,15,16,18,18,18,18,19,19,,,,,,,,,,,,77,77,77,77,78,79,100,100,101/91,101/92,"102, 93",102.94,97,98,98,99
VIBCAS_SH_5C,8,Flowers,,,,,,,,,,,56,58,58,59,59,,,,,,,,,,,,68/74,68/74,75,75,94/78,78/94,78,79,,,,NA,,,,
SPIALB_GR_5,8,Leaves,,,,9,10,10,15,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,"102,97",97,97,97,98
SPIALB_GR_5,8,Flowers,,,,,,,,,,,,,,,,,,,63,67,71,72,74,74,75,75,67,74,76,77/93,77/94,79/95,79/96,96,96,96,,79,79,,,
SPITOM_HF_4,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,96,"102,97",98,98,99,99
SPITOM_HF_4,8,Flowers,,,,,,9,10,11,17,18,18,19,,,,,,,,,,,65,67,68/74,68/76,65,68/72,74,76,76/93,77/94,79/94,94,95,95,,79,79,,,
SPITOM_HF_9A,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,91,"102,93",95,97,98,99
SPITOM_HF_9A,8,Flowers,,,,,,9,10,10,12,17,18,18,19,,,,,,,,,,,,,62,68/74,75,76,76,76/68,77,78,79,,,,79,79,,,
SPIALB_WM_7B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,95,"102,95",95,95,95,97
SPIALB_WM_7B,8,Flowers,,,,9,10,10,15,17,19,,,,,,,,,,56,58,59,60,67,68,68/74,68/74,65,74,75,76,77/93,79/93,79/93,93,93,93,,79,79,,,
SPITOM_GR_2C,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,95,"102,96",96,96,98,99
SPITOM_GR_2C,8,Flowers,,,,,9,9,10,13,17,19,,,,,,,,,,,,,,61,61,64,67,72,74,77,77/94,79/94,94,94,94,94,,79,79,,,
SPITOM_GR_2D,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,95,"102,95",95,97,99,99
SPITOM_GR_2D,8,Flowers,,,,,9,9,10,12,15,18,19,,,,,,,,,,,,,,60,62,67,72,75,76,76/94,79/93,93,93,93,93,,79,79,,,
SPITOM_WM_5,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,91,"102,95",97,98,98,98
SPITOM_WM_5,8,Flowers,,,,,9,9,10,11,16,18,19,,,,,,,,,,,,,,,62,68/76,68/75,76,68/76,76,77,79,,,,,79,79,,,
SPIALB_GR_12B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,92,"102,92",93,95,97,98
SPIALB_GR_12B,8,Flowers,,,,,9,9,12,14,16,18,19,,,,,,,,52,56,,61,64,67,68/72,68/74,68/76,75,76,76,68/76,76,79,,,,,79,79,,,
SPIALB_GR_3,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,94",94,96,97,98
SPIALB_GR_3,8,Flowers,,,,,,9,14,15,19,,,,,,,,,,,,61,61,67,67,68/74,68/76,,,,,91,92,92,92,94,94,,79,79,,,
MYRGAL_SH_2,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,93,"102,93",93,94,96,99
MYRGAL_SH_2,8,Flowers,,,,,,,,,,9,10,11,13,18,,,,,,,,,,,,,77,77,78,78/90,78/92,78/92,79/92,100/92,102/93,93,,102m,102m,,,
VIBCAS_GR_12B,8,Leaves,,,,,62-m,64-m,65-m,67-m,69-m,,,,,,19,,,,,,,,,,,,,,,,,,100,,,,94,"102,94",94,94,95,98
VIBCAS_GR_12B,8,Flowers,,,,,9,9,15,15,17,18,18,19,,,59,,,,65,68,72,73,74,74,76,76,67,72,74,74,75/92,77,79,93,93,93,,NA,,,,
SPITOM_WM_4B,8,Leaves,,,,,,51,53,54,56,58,58,58,59,,19,,,,,,,,,,,,,,,,,,,,,,94,"102,95",96,97,98,99
SPITOM_WM_4B,8,Flowers,,,,,9,9,10,11,17,18,19,,,,,,,,,,,,,61,64,66,67,68/72,74,76,76/92,78,79,92,92,93,,79,79,,,
SPITOM_HF_13,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,96",96,97,98,99
SPITOM_HF_13,8,Flowers,,,,,9,9,9,10,15,17,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,79,79,,,
SPIALB_HF_2,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,68/74,68/72,74,76,77,78,78,78,78/68,68/78,"68, 78","102,91",92,93,94,97
SPIALB_HF_2,8,Flowers,,,,,,9,11,12,16,18,18,19,,,,,,,,,,,62,64,67/72,68/74,,,,,,,,,,,,79,79,,,
SPIALB_SH_7A,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,67/74,68/74,68/74,76,76,68/77,78,79,68/78,69/78,79,"102,91",92,94,95,98
SPIALB_SH_7A,8,Flowers,,,,,,9,11,12,16,18,19,,,,,,,,,,,,,62,64,68/72,,,,,,,,,,,,79,79,,,
VIBCAS_WM_9A,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,76,77,77,77/92,79/92,92/100,92/100,92/101,101/92,102/93,93,"102,94",95,96,97,99
VIBCAS_WM_9A,8,Flowers,,,,,9,10,15,15,16,18,18,19,,,59,,,,63,67,71,72,74,74,76,76,,,,,100,,,,,,,79,79,,,
VIBCAS_GR_5,8,Leaves,,,,,,,,51,54,57,58,58,59,,19,,,,,,,,,,,,77,77,77,79/91,92,100/92,92/100,92/101,102/92,92,92,"102,92",92,96,96,99
VIBCAS_GR_5,8,Flowers,,,,,,9,14,14,16,18,18,18,19,,59,,,,67,68,72,74,74,74,76,76,,,,,,,,,,,,NA,,,,
SPITOM_GR_1,8,Leaves,,,,,,,51,52,54,57,58,58,59,,19,,,,,,,,,,,,64,72,74,75,75,77,79,,,,97,"102,97",97,98,98,99
SPITOM_GR_1,8,Flowers,,,,,9,9,12,12,15,18,18,19,,,,,,,,,,,,,61,64,,,,,100,100,92/100,92/101,102/92,92,93,79,79,,,
VIBCAS_SH_1B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,76,77,77,78/92,78/92,79/92,,,,,,"102,96",97,97,97,99
VIBCAS_SH_1B,8,Flowers,,,,,10,10,14,15,16,18,18,19,,,59,,,,67,68,72,74,75,75,76,76,,,,,,,,,93,94,96,79,79,,,
SPITOM_HF_6B,8,Leaves,,,,,,,53,55,57,58,58,58,59,,19,,,,,,,,,,,,67,68/72,74,76,76,76,77,79,,,,"102,95",95,97,98,99
SPITOM_HF_6B,8,Flowers,,,,,9,9,9,9,12,18,18,19,,,,,,,,,,,,,,62,,,,,,,,,,,,79,79,,,
VIBCAS_WM_9B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,77,77,77,78/91,79/92,93/100,93/100,93/101,94/101,102/94,95,"102,95",96,97,98,98
VIBCAS_WM_9B,8,Flowers,,,,,,9,10,12,14,17,17,19,,,59,,,,64,67,71,73,74,75,76,76,,,,,,,,,,,,NA,,,,
SPIALB_HF_3,8,Leaves,,,,,,,,,,54,56,58,59,,19,,,,,,,,,,,,67/74,68/74,68/74,68/75,68/75,68/76,78,79,,,92,"102,93",93,95,96,98
SPIALB_HF_3,8,Flowers,,,,,9,9,10,12,16,18,18,19,,,,,,,,,,,64,67,68/72,68/74,,,,,,,,,,,,78,79,,,
SPIALB_GR_9,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,75,68/75,68/75,76,77,77,78,79,,,,"102,93",94,94,97,98
SPIALB_GR_9,8,Flowers,,,,,9,10,12,17,19,,,,,,,,,,54,56,,60,67,68/71,68/74,68/77,,,,,,,,,,,,79,79,,,
SPIALB_SH_7B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,68/74,74,75,76,78,78,78,79,,,91,"102,91",92,93,95,98
SPIALB_SH_7B,8,Flowers,,,,,9,10,15,15,19,,,,,,,,,,52,58,61,64,67,68/71,68/72,68/74,,,,,,,,,,,,79,79,,,
SPITOM_HF_9B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,67,68/74,74,76,76/92,78/92,79/92,93,94,94,95,"102,95",95,97,98,99
SPITOM_HF_9B,8,Flowers,,,,,,9,10,11,15,17,18,19,,,,,,,,,,,,,,62,,,,,,,,,,,,75,79,,,
MYRGAL_WM_6B,8,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,91,92,92,94,93,"102,93",93,93,94,98
MYRGAL_WM_6B,8,Flowers,,,,,,,,,9,11,12,16,18,19,,,,,,,,,,,,,,,,,,,,,,,,102m,102m,,,
ACEPEN_WM_5,9,Leaves,,,,68-m,68-m,68-m,68-m,69-m,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
ACEPEN_WM_5,9,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100m,100m/100,100/100m,100/100m,101/101m,102/102m,77,"78, 96",X,x,,,
ALNINC_SH_8,9,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,75,76/100m,77/100m,77,77,77,77,77,77,,,"102,98",98,98,98,99
ALNINC_SH_8,9,Flowers,,,,,,,,9,10,12,14,16,17,18,,,,,,,,,,,,,,,,,,,,,,,,"102m,79",,,,
BETPOP_WM_7,9,Leaves,,68-m,68-m,68-m; 62-f,68-m; 63-f,69-m; 68-f,69-f,,,,,,,,18,19,,,,,,,,,,,78,78/100m,78/100m,79,,100/100m,100/100m,100/100m,100/100m,102/102m,,"102,91",93,94,96,99
BETPOP_WM_7,9,Flowers,,,,,,,9,9,10,16,17,18,18,19,,,71,72,72,73,73,73,75,75,75,75,,,,100m,100m,,,,,,,"102m,78",79,,,
BETALL_WM_8,9,Leaves,,,,,,,,,,51,54,61,63,67,18,18,,,,,,,,,,,,,,100,100,101,101,101,101,102,,"102,91",94,96,99,99
BETALL_WM_8,9,Flowers,,,,,,,,9,10,12,12,12,14,18,72,72,73,73,73,73,74,74,75,75,75,75,,,,,,,,,,,,NA,,,,
BETALL_SH_9,9,Leaves,,,,,,,,,,,,,,,18,18,18,18,19,,,,,,,,,,,100,100,101,101,101,101,102,91,"102,91",92,94,97,99
BETALL_SH_9,9,Flowers,,,,,,,,9,10,12,12,16,18,19,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
BETALL_SH_5,9,Leaves,,,,,,,,,,,,,,,18,18,19,,,,,,,,,,,,,,100,101,101,101,101,102,,"102,91",92,93,99,99
BETALL_SH_5,9,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
BETALL_WM_9,9,Leaves,,,,,,,,,,,,,,,17,19,,,,,,,,,,,,,,,,,,,,,,"102,91",92,,98,99
BETALL_WM_9,9,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
ACEPEN_WM_5,9,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
ACEPEN_WM_5,9,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
BETPAP_GR_9,9,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
BETPAP_GR_9,9,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
ALNINC_HF_9,9,Leaves,,,,,,,,,,,,,,,18,18,18,18,18,18,19,,,,,,,,,100m,100m,100/100m,100/100m,100/101m,101/101m,102/102m,94,102,"102,97",97,98,99
ALNINC_HF_9,9,Flowers,,,,,,,9,9,11,15,15,16,17,18,71,71,72,73,73,73,73,73,74,74,74,75,75,76/100m,76/100m,76,100/76,77,78,78,78,79,,"102m,78",79,,,
BETALL_SH_4A,9,Leaves,,64-m,64-m,67-m; 65-f,68-m; 68-m,69-m; 68-f,69-f,,,,,,,,18,18,19,,,,,,,,,,,,,,,,,,,,,"102,91",93,95,99,99
BETALL_SH_4A,9,Flowers,,,,,,,,,,10,12,15,18,19,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
BETALL_SH_4B,9,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
BETALL_SH_4B,9,Flowers,,,,,,,9,9,10,12,16,18,19,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
QUERUB_WM_9,9,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
QUERUB_WM_9,9,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,x,,,
BETPOP_HF_4,9,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,100,100/100m,100/100m,100/100m,101/101m,102/102m,91,"102,91",91,95,97,99
BETPOP_HF_4,9,Flowers,,,,,,,,,9,12,12,12,14,18,71,71,72,72,73,73,73,74,74,74,76,76,77,78/100m,79/100m,100m,100m,,,,,,,"102m,78",78,78,79,
ACESPI_GR_4,10,Leaves,,,,,,,,,,51,54,58,64,67,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
ACESPI_GR_4,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
SAMRAC_HF_A,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,"102,91",92,95,98,98
SAMRAC_HF_A,10,Flowers,11,11,11,11,11,11,15,16,17,19,,,,,,,,,,58,64,67,68,68/71,68/74,74,77,77,78,79,,100,100,100,101,102,,NA,,,,
ACESPI_SH_2A,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
ACESPI_SH_2A,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
ACESPI_SH_2B,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
ACESPI_SH_2B,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_12,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_12,10,Flowers,,,,,,,,,,,,,,,,,,,,61,62,64,71,72,74,74,,,,,,,,,,,,ND,,,,
DIELON_GR_5,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,93,94,95,97,99
DIELON_GR_5,10,Flowers,,,,,,,,,,,,,,,,,,,,62,62,64,68/71,69/72,74,74,,,,,,,,,,,,ND,,,,
SORAME_GR_9A,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_GR_9A,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_HF_1,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77, 91",94,94,94,95,99
DIELON_HF_1,10,Flowers,,,,,,9,12,16,19,,,,,,,,,,,,,,,,,,74,74,75,75,75,75,75,75,76,76/102,,,,,,
SAMRAC_GR_7,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,93,95,98,98
SAMRAC_GR_7,10,Flowers,11,11,11,12,12,12,15,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,
ACESPI_SH_9,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
ACESPI_SH_9,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_SH_3A,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_SH_3A,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_4,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_4,10,Flowers,,,,9,9,10,12,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_SH_3B,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_SH_3B,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SAMRAC_GR_4,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,92,92,92,96,98,98
SAMRAC_GR_4,10,Flowers,,,,,,,,,,,,,,,,,,,58,58,64,67,68,68/71,68/74,75,76,77,78,79,,,,,100,102,,,,,,
SAMRAC_HF_B,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,92",95,96,96,97
SAMRAC_HF_B,10,Flowers,11,11,11,12,12,12,15,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME_SH_3B,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_SH_3B,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_GR_8,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_GR_8,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SAMRAC_GR_1,10,Leaves,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SAMRAC_GR_1,10,Flowers,,,,,,10,12,16,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_4,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_4,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_GR_9B,10,Leaves,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,,,,,,,,,,ND,,,,
SORAME_GR_9B,10,Flowers,,,,,,,,,,9,9,10,11,16,58,59,59,59,64,68,71,73,73,73,74,75,,,,,,,,,,,,ND,,,,
DIELON_SH_2,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_SH_2,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_GR_8A,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_GR_8A,10,Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
DIELON_GR_8B,10,Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,,,,
