Data Format: 
1897,1/5/15 10:45:00,2.4,-0.204,0.006,396,14.1,26.6,264,33.93,44.50,14.59,34.66,0.000,0.2371,29.791,4.54
1898,1/5/15 11:00:00,2.4,-0.204,0.006,408,14.9,34.4,264,33.63,44.00,14.07,34.61,0.000,0.2363,29.785,4.56
1899,1/5/15 11:15:00,2.4,-0.204,0.006,451,13.3,31.5,268,33.63,44.20,14.16,34.57,0.000,0.2356,29.791,4.56
1900,1/5/15 11:30:00,2.4,-0.204,0.006,436,12.5,27.8,261,34.17,43.40,14.25,34.76,0.000,0.2342,29.794,4.56
1901,1/5/15 11:45:00,1.8,-0.204,0.006,448,11.6,21.6,271,34.32,40.70,12.92,34.91,0.000,0.2342,29.788,4.55
1902,1/5/15 12:00:00,1.8,-0.204,0.006,423,13.3,27.0,270,33.83,37.80,10.81,35.39,0.000,0.2334,29.785,4.56
1903,1/5/15 12:15:00,1.8,-0.204,0.006,423,14.9,33.2,264,33.53,35.70,9.28,34.76,0.000,0.2327,29.788,4.56
1904,1/5/15 12:30:00,1.8,-0.204,0.006,412,12.9,26.6,263,33.58,35.60,9.27,34.52,0.000,0.2320,29.785,4.56
1905,1/5/15 12:45:00,1.8,-0.204,0.006,433,10.8,22.0,268,34.22,36.00,10.08,34.71,0.000,0.2320,29.788,4.56
1906,1/5/15 13:00:00,1.8,-0.204,0.006,451,11.6,24.5,282,33.63,34.90,8.87,34.86,0.000,0.2313,29.794,4.56
1907,1/5/15 13:15:00,1.8,-0.204,0.006,396,11.6,27.0,277,32.34,35.00,7.77,34.61,0.000,0.2305,29.803,4.56
1908,1/5/15 13:30:00,1.8,-0.204,0.006,404,10.8,19.9,286,32.29,35.70,8.17,34.47,0.000,0.2305,29.809,4.56
1909,1/5/15 13:45:00,1.2,-0.204,0.006,322,11.2,22.0,292,32.49,36.50,8.83,34.37,0.000,0.2298,29.818,4.56
1910,1/5/15 14:00:00,0.6,-0.204,0.006,72,12.0,22.8,293,31.24,34.80,6.67,34.32,0.000,0.2284,29.836,4.56
1911,1/5/15 14:15:00,1.2,-0.204,0.006,266,13.7,26.6,286,30.48,34.80,5.99,34.17,0.000,0.2269,29.847,4.56
1912,1/5/15 14:30:00,1.2,-0.204,0.006,296,10.4,29.1,275,31.39,36.00,7.56,34.03,0.000,0.2269,29.853,4.56
1913,1/5/15 14:45:00,1.2,-0.204,0.006,242,10.4,23.7,292,30.48,38.10,7.99,34.12,0.000,0.2262,29.865,4.56
1914,1/5/15 15:00:00,1.2,-0.204,0.006,223,10.8,20.3,299,29.92,39.10,8.06,33.93,0.000,0.2247,29.877,4.57
1915,1/5/15 15:15:00,0.6,-0.204,0.006,61,12.0,22.8,286,27.69,36.40,4.50,33.78,0.000,0.2225,29.895,4.56
1916,1/5/15 15:30:00,0.6,-0.204,0.006,124,13.3,25.3,275,27.85,33.80,3.02,33.68,0.000,0.2204,29.901,4.56
1917,1/5/15 15:45:00,0.0,-0.204,0.006,27,12.9,27.0,289,26.64,31.80,0.64,33.58,0.000,0.2182,29.912,4.54
1918,1/5/15 16:00:00,0.0,-0.204,0.006,16,14.1,27.0,296,26.06,32.70,0.73,33.53,0.000,0.2160,29.924,4.54
1919,1/5/15 16:15:00,0.0,-0.204,0.006,9,14.5,30.3,279,25.31,33.60,0.64,33.48,0.000,0.2138,29.936,4.51
1920,1/5/15 16:30:00,0.0,-0.204,0.006,3,14.9,30.7,279,24.82,35.30,1.26,33.44,0.000,0.2109,29.948,4.50
1921,1/5/15 16:45:00,0.0,-0.204,0.006,1,12.0,23.2,278,24.55,37.30,2.19,33.39,0.000,0.2087,29.960,4.46
1922,1/5/15 17:00:00,0.0,-0.204,0.006,1,12.0,25.3,289,24.17,38.50,2.53,33.34,0.000,0.2066,29.971,4.47
1923,1/5/15 17:15:00,0.0,-0.204,0.006,1,10.4,26.1,292,23.46,40.50,2.98,33.34,0.000,0.2044,29.980,4.46
1924,1/5/15 17:30:00,0.0,-0.204,0.006,1,8.3,16.6,293,22.75,42.80,3.52,33.29,0.000,0.2029,30.001,4.46
1925,1/5/15 17:45:00,0.0,-0.204,0.006,1,10.8,23.2,293,22.25,44.80,4.05,33.29,0.000,0.2008,30.013,4.44
1926,1/5/15 18:00:00,0.0,-0.204,0.006,1,9.5,21.2,282,21.86,45.40,3.97,33.29,0.000,0.1978,30.019,4.44
1927,1/5/15 18:15:00,0.0,-0.204,0.006,1,7.5,14.9,288,21.52,45.70,3.81,33.24,0.000,0.1957,30.033,4.44
1928,1/5/15 18:30:00,0.0,-0.204,0.006,1,10.4,21.2,289,21.12,43.40,2.34,33.24,0.000,0.1935,30.048,4.44
1929,1/5/15 18:45:00,0.0,-0.204,0.006,1,9.5,20.3,293,20.84,41.50,1.13,33.24,0.000,0.1913,30.066,4.42
1930,1/5/15 19:00:00,0.0,-0.204,0.006,1,9.5,20.8,284,20.67,41.30,0.88,33.19,0.000,0.1899,30.078,4.42
1931,1/5/15 19:15:00,0.0,-0.204,0.006,1,10.0,19.5,282,20.39,41.60,0.77,33.19,0.000,0.1877,30.078,4.43
1932,1/5/15 19:30:00,0.0,-0.204,0.006,1,11.2,21.6,299,19.99,41.10,0.14,33.19,0.000,0.1855,30.081,4.43
1933,1/5/15 19:45:00,0.0,-0.204,0.006,1,10.8,19.1,295,19.70,41.40,0.03,33.19,0.000,0.1840,30.087,4.40
1934,1/5/15 20:00:00,0.0,-0.204,0.006,1,11.6,23.7,281,19.41,41.90,0.03,33.14,0.000,0.1819,30.098,4.42
1935,1/5/15 20:15:00,0.0,-0.204,0.006,1,10.8,24.9,281,19.06,41.80,-0.35,33.14,0.000,0.1797,30.122,4.42
1936,1/5/15 20:30:00,0.0,-0.204,0.006,1,10.8,28.2,292,18.66,40.80,-1.23,33.09,0.000,0.1782,30.128,4.42
1937,1/5/15 20:45:00,0.0,-0.204,0.006,1,11.6,23.7,285,18.25,40.50,-1.75,33.09,0.000,0.1761,30.134,4.39
1938,1/5/15 21:00:00,0.0,-0.204,0.006,1,10.4,22.0,279,17.95,40.60,-1.97,33.09,0.000,0.1746,30.128,4.39
1939,1/5/15 21:15:00,0.0,-0.204,0.006,1,8.3,21.2,286,17.54,41.00,-2.13,33.09,0.000,0.1732,30.125,4.39
1940,1/5/15 21:30:00,0.0,-0.204,0.006,1,11.2,22.8,292,17.60,41.20,-1.97,33.09,0.000,0.1710,30.119,4.40
1941,1/5/15 21:45:00,0.0,-0.204,0.006,1,10.4,22.8,289,17.30,40.30,-2.70,33.09,0.000,0.1695,30.116,4.38
1942,1/5/15 22:00:00,0.0,-0.204,0.006,1,8.3,17.8,284,16.95,40.70,-2.83,33.04,0.000,0.1681,30.119,4.39
1943,1/5/15 22:15:00,0.0,-0.204,0.006,1,10.0,22.4,282,16.83,40.20,-3.19,33.04,0.000,0.1673,30.122,4.42
1944,1/5/15 22:30:00,0.0,-0.204,0.006,1,7.9,17.4,282,16.59,40.00,-3.51,33.04,0.000,0.1659,30.128,4.39
1945,1/5/15 22:45:00,0.0,-0.204,0.006,1,6.6,14.1,289,16.41,40.70,-3.32,33.04,0.000,0.1644,30.134,4.36
1946,1/5/15 23:00:00,0.0,-0.204,0.006,1,6.2,13.7,288,16.17,40.90,-3.42,32.99,0.000,0.1644,30.137,4.38
1947,1/5/15 23:15:00,0.0,-0.204,0.006,1,7.1,14.9,274,15.92,40.90,-3.66,32.99,0.000,0.1630,30.137,4.38
1948,1/5/15 23:30:00,0.0,-0.204,0.006,1,8.7,17.4,278,15.80,41.00,-3.71,32.99,0.000,0.1615,30.140,4.39
1949,1/5/15 23:45:00,0.0,-0.204,0.006,1,6.6,14.1,285,15.38,41.50,-3.84,32.99,0.000,0.1608,30.137,4.36
1950,1/6/15 00:00:00,0.0,-0.204,0.006,1,5.0,14.5,274,15.19,42.30,-3.62,32.99,0.000,0.1601,30.137,4.36
1951,1/6/15 00:15:00,0.0,-0.204,0.006,1,6.6,13.3,278,15.25,42.40,-3.51,32.99,0.000,0.1586,30.149,4.38
1952,1/6/15 00:30:00,0.0,-0.204,0.006,1,5.4,12.0,270,14.64,42.70,-3.93,32.94,0.000,0.1579,30.160,4.38
1953,1/6/15 00:45:00,0.0,-0.204,0.006,1,5.4,11.6,261,14.70,44.30,-3.10,32.89,0.000,0.1572,30.160,4.35
1954,1/6/15 01:00:00,0.0,-0.204,0.006,1,6.6,13.7,268,14.70,45.00,-2.78,32.89,0.000,0.1564,30.172,4.36
1955,1/6/15 01:15:00,0.0,-0.204,0.006,1,7.1,14.5,274,14.39,45.10,-3.01,32.89,0.000,0.1550,30.178,4.36
1956,1/6/15 01:30:00,0.0,-0.204,0.006,1,6.2,12.9,265,14.27,46.20,-2.61,32.89,0.000,0.1543,30.178,4.36
1957,1/6/15 01:45:00,0.0,-0.204,0.006,1,8.3,18.3,263,14.21,46.50,-2.54,32.89,0.000,0.1535,30.190,4.35
1958,1/6/15 02:00:00,0.0,-0.204,0.006,1,7.1,13.7,265,14.27,47.20,-2.16,32.89,0.000,0.1521,30.208,4.36
1959,1/6/15 02:15:00,0.0,-0.204,0.006,1,6.2,14.9,261,13.90,48.10,-2.13,32.89,0.000,0.1514,30.211,4.36
1960,1/6/15 02:30:00,0.0,-0.204,0.006,1,7.1,14.9,253,13.96,48.80,-1.77,32.89,0.000,0.1506,30.214,4.36
1961,1/6/15 02:45:00,0.0,-0.204,0.006,1,5.8,15.4,263,13.71,48.60,-2.07,32.89,0.000,0.1499,30.214,4.34
1962,1/6/15 03:00:00,0.0,-0.204,0.006,1,6.6,12.0,260,13.83,48.90,-1.84,32.84,0.000,0.1492,30.211,4.35
1963,1/6/15 03:15:00,0.0,-0.204,0.006,1,5.8,13.3,265,13.65,49.60,-1.71,32.84,0.000,0.1485,30.220,4.35
1964,1/6/15 03:30:00,0.0,-0.204,0.006,1,5.0,9.1,258,13.46,51.10,-1.25,32.84,0.000,0.1477,30.208,4.36
1965,1/6/15 03:45:00,0.0,-0.204,0.006,1,5.4,10.8,265,13.58,52.50,-0.56,32.79,0.000,0.1477,30.205,4.34
1966,1/6/15 04:00:00,0.0,-0.204,0.006,1,3.7,7.1,246,13.27,53.40,-0.51,32.79,0.000,0.1470,30.205,4.34
1967,1/6/15 04:15:00,0.0,-0.204,0.006,1,5.4,10.4,251,13.33,55.00,0.18,32.79,0.000,0.1463,30.187,4.35
1968,1/6/15 04:30:00,0.0,-0.204,0.006,1,2.9,7.9,256,13.27,56.60,0.73,32.79,0.000,0.1456,30.187,4.35
1969,1/6/15 04:45:00,0.0,-0.204,0.006,1,3.7,7.5,253,13.33,58.00,1.31,32.79,0.000,0.1456,30.184,4.33
1970,1/6/15 05:00:00,0.0,-0.204,0.006,1,3.3,8.3,264,13.40,58.70,1.63,32.79,0.000,0.1448,30.184,4.34
1971,1/6/15 05:15:00,0.0,-0.204,0.006,1,4.6,9.5,261,13.52,58.90,1.81,32.79,0.000,0.1441,30.175,4.34
1972,1/6/15 05:30:00,0.0,-0.204,0.006,1,4.2,7.9,265,13.52,59.10,1.89,32.79,0.000,0.1434,30.175,4.27
1973,1/6/15 05:45:00,0.0,-0.204,0.006,1,3.7,10.4,271,13.58,59.60,2.14,32.79,0.000,0.1434,30.166,4.33
1974,1/6/15 06:00:00,0.0,-0.204,0.006,1,4.2,10.4,265,13.58,59.60,2.14,32.74,0.000,0.1426,30.166,4.34
1975,1/6/15 06:15:00,0.0,-0.204,0.006,1,5.4,9.1,271,13.71,59.50,2.21,32.74,0.000,0.1419,30.175,4.34
1976,1/6/15 06:30:00,0.0,-0.204,0.006,1,5.0,9.5,271,13.77,59.60,2.32,32.74,0.000,0.1419,30.178,4.30
1977,1/6/15 06:45:00,0.0,-0.204,0.006,1,5.0,11.6,268,13.96,59.50,2.44,32.74,0.000,0.1419,30.187,4.33
1978,1/6/15 07:00:00,0.0,-0.204,0.006,1,3.7,7.9,257,14.02,60.00,2.70,32.69,0.000,0.1405,30.184,4.35
1979,1/6/15 07:15:00,0.0,-0.204,0.006,1,5.4,12.5,260,14.08,59.80,2.68,32.69,0.000,0.1405,30.184,4.34
1980,1/6/15 07:30:00,0.0,-0.204,0.006,6,3.7,8.3,257,14.27,59.80,2.86,32.69,0.000,0.1405,30.190,4.30
1981,1/6/15 07:45:00,0.0,-0.204,0.006,13,3.7,8.3,251,14.14,59.40,2.59,32.69,0.000,0.1397,30.175,4.33
1982,1/6/15 08:00:00,0.0,-0.204,0.006,24,3.7,8.7,247,14.58,58.60,2.71,32.69,0.000,0.1390,30.178,4.34
1983,1/6/15 08:15:00,0.0,-0.204,0.006,36,4.6,7.9,250,14.95,58.50,3.02,32.69,0.000,0.1397,30.196,4.35
1984,1/6/15 08:30:00,0.0,-0.204,0.006,56,3.3,10.0,250,15.25,58.00,3.13,32.69,0.000,0.1390,30.205,4.34
1985,1/6/15 08:45:00,0.0,-0.204,0.006,58,3.7,7.9,253,15.44,57.20,3.00,32.69,0.000,0.1383,30.211,4.38
1986,1/6/15 09:00:00,0.0,-0.204,0.006,57,4.6,12.0,250,15.50,56.80,2.91,32.69,0.000,0.1383,30.199,4.41
1987,1/6/15 09:15:00,0.0,-0.204,0.006,83,4.2,9.5,230,15.44,56.60,2.77,32.69,0.000,0.1390,30.184,4.45
1988,1/6/15 09:30:00,0.0,-0.204,0.006,93,4.6,9.5,233,15.92,56.90,3.34,32.64,0.000,0.1383,30.184,4.44
1989,1/6/15 09:45:00,0.0,-0.204,0.006,111,5.0,9.5,248,15.92,56.50,3.20,32.64,0.000,0.1383,30.184,4.54
1990,1/6/15 10:00:00,0.0,-0.204,0.006,99,5.0,12.5,244,16.04,56.60,3.34,32.64,0.000,0.1383,30.178,4.55
1991,1/6/15 10:15:00,0.0,-0.204,0.006,91,5.4,10.4,248,15.92,55.70,2.89,32.64,0.000,0.1376,30.169,4.56
1992,1/6/15 10:30:00,0.0,-0.204,0.006,92,6.2,10.8,239,16.10,55.20,2.86,32.64,0.000,0.1368,30.160,4.51
1993,1/6/15 10:45:00,0.0,-0.204,0.006,91,5.8,10.8,244,16.10,54.60,2.62,32.64,0.000,0.1368,30.155,4.56
1994,1/6/15 11:00:00,0.0,-0.204,0.006,86,5.4,9.1,264,15.50,58.40,3.51,32.59,0.000,0.1368,30.146,4.56
1995,1/6/15 11:15:00,0.6,-0.204,0.006,117,5.8,11.6,258,15.13,66.00,5.81,32.64,0.000,0.1368,30.134,4.56
1996,1/6/15 11:30:00,0.6,-0.204,0.006,104,5.0,8.7,251,15.07,69.20,6.78,32.59,0.000,0.1361,30.119,4.54
1997,1/6/15 11:45:00,0.0,-0.204,0.006,134,3.7,7.5,256,15.25,73.40,8.26,32.59,0.000,0.1361,30.107,4.56
1998,1/6/15 12:00:00,0.6,-0.204,0.006,152,3.7,9.1,261,15.74,76.20,9.57,32.59,0.000,0.1361,30.095,4.56
1999,1/6/15 12:15:00,0.6,-0.204,0.006,137,3.7,7.9,237,15.32,77.50,9.54,32.59,0.000,0.1361,30.081,4.56
2000,1/6/15 12:30:00,1.2,-0.204,0.006,144,4.2,7.5,236,15.50,79.20,10.18,32.59,0.000,0.1354,30.075,4.54
2001,1/6/15 12:45:00,0.6,-0.204,0.006,121,4.2,9.1,246,15.32,79.70,10.15,32.59,0.000,0.1354,30.063,4.56
2002,1/6/15 13:00:00,1.2,-0.204,0.006,137,4.2,7.9,257,15.44,80.40,10.47,32.59,0.000,0.1354,30.054,4.56
2003,1/6/15 13:15:00,1.2,-0.204,0.006,151,2.5,6.6,250,16.23,80.50,11.26,32.59,0.000,0.1354,30.042,4.57
2004,1/6/15 13:30:00,1.2,-0.204,0.006,207,4.6,10.0,277,15.56,80.90,10.72,32.59,0.000,0.1354,30.039,4.59
2005,1/6/15 13:45:00,1.2,-0.204,0.006,174,3.7,6.2,250,16.17,77.60,10.38,32.59,0.000,0.1354,30.036,4.56
2006,1/6/15 14:00:00,1.2,-0.204,0.006,161,4.2,7.9,260,16.10,77.10,10.18,32.59,0.000,0.1354,30.031,4.56
2007,1/6/15 14:15:00,1.2,-0.204,0.006,152,3.7,7.9,247,16.23,78.30,10.65,32.59,0.000,0.1354,30.022,4.57
2008,1/6/15 14:30:00,0.6,-0.204,0.006,97,2.9,6.6,271,16.04,78.10,10.42,32.59,0.000,0.1354,30.019,4.54
2009,1/6/15 14:45:00,0.6,-0.204,0.006,111,2.9,6.6,247,16.04,75.30,9.59,32.59,0.000,0.1354,30.013,4.56
2010,1/6/15 15:00:00,0.6,-0.204,0.006,54,2.1,4.6,267,16.29,74.50,9.59,32.59,0.000,0.1354,30.007,4.57
2011,1/6/15 15:15:00,1.2,-0.204,0.006,67,2.1,5.0,257,16.23,75.90,9.95,32.59,0.000,0.1354,30.004,4.57
2012,1/6/15 15:30:00,0.6,-0.204,0.006,54,2.5,6.2,257,16.29,74.60,9.63,32.59,0.000,0.1361,29.995,4.54
2013,1/6/15 15:45:00,0.6,-0.204,0.006,32,1.7,4.2,299,15.98,75.00,9.45,32.59,0.000,0.1361,29.986,4.54
2014,1/6/15 16:00:00,0.6,-0.204,0.006,17,1.2,3.3,300,15.74,76.20,9.57,32.59,0.000,0.1354,29.980,4.54
2015,1/6/15 16:15:00,0.6,-0.204,0.006,7,1.2,4.2,285,15.68,77.10,9.77,32.59,0.000,0.1354,29.974,4.51
2016,1/6/15 16:30:00,0.6,-0.204,0.006,1,0.8,3.7,237,15.74,77.80,10.04,32.59,0.000,0.1354,29.974,4.46
2017,1/6/15 16:45:00,0.6,-0.204,0.006,1,1.7,2.9,274,15.68,79.50,10.45,32.59,0.000,0.1347,29.974,4.46
2018,1/6/15 17:00:00,1.2,-0.204,0.006,1,0.4,3.3,286,15.74,81.20,10.99,32.54,0.000,0.1354,29.971,4.46
2019,1/6/15 17:15:00,1.2,-0.204,0.006,1,0.0,0.0,288,15.74,81.90,11.17,32.54,0.000,0.1347,29.969,4.45
2020,1/6/15 17:30:00,1.2,-0.204,0.006,1,0.0,0.0,288,15.68,81.90,11.12,32.54,0.000,0.1347,29.963,4.42
2021,1/6/15 17:45:00,1.2,-0.204,0.006,1,0.0,0.0,288,15.62,81.70,11.01,32.54,0.000,0.1347,29.960,4.42
2022,1/6/15 18:00:00,1.2,-0.204,0.006,1,0.0,0.0,288,15.68,81.60,11.03,32.54,0.000,0.1347,29.954,4.42
2023,1/6/15 18:15:00,1.2,-0.204,0.006,1,0.0,0.0,288,15.44,82.40,11.01,32.54,0.000,0.1339,29.948,4.42
2024,1/6/15 18:30:00,1.8,-0.204,0.006,1,0.0,0.0,288,15.19,83.00,10.94,32.49,0.000,0.1339,29.945,4.39
2025,1/6/15 18:45:00,1.2,-0.204,0.006,1,0.0,0.0,288,15.13,83.30,10.96,32.49,0.000,0.1339,29.945,4.39
2026,1/6/15 19:00:00,1.8,-0.204,0.006,1,0.0,0.0,288,15.19,83.70,11.12,32.49,0.000,0.1339,29.942,4.39
2027,1/6/15 19:15:00,2.4,-0.204,0.006,1,0.0,0.0,288,14.89,84.00,10.90,32.49,0.000,0.1339,29.936,4.39
2028,1/6/15 19:30:00,0.6,-0.204,0.006,1,0.0,0.0,288,14.52,84.10,10.58,32.49,0.000,0.1339,29.936,4.35
2029,1/6/15 19:45:00,1.2,-0.204,0.006,1,0.0,0.0,288,13.58,83.80,9.57,32.49,0.000,0.1332,29.930,4.36
2030,1/6/15 20:00:00,2.9,-0.204,0.006,1,0.0,0.0,288,12.83,84.70,9.07,32.49,0.000,0.1325,29.927,4.37
2031,1/6/15 20:15:00,5.3,-0.204,0.006,1,0.0,0.0,288,11.94,85.90,8.51,32.49,0.000,0.1325,29.927,4.37
2032,1/6/15 20:30:00,8.2,-0.204,0.006,1,0.0,0.0,288,11.42,86.70,8.20,32.49,0.000,0.1325,29.924,4.34
2033,1/6/15 20:45:00,11.2,-0.204,0.006,1,0.0,0.0,288,11.23,87.70,8.26,32.44,0.000,0.1318,29.918,4.35
2034,1/6/15 21:00:00,12.9,-0.204,0.006,1,0.0,0.0,288,10.38,88.30,7.57,32.44,0.000,0.1318,29.909,4.36
2035,1/6/15 21:15:00,15.3,-0.204,0.006,1,0.0,0.0,288,10.64,88.90,7.99,32.44,0.000,0.1303,29.907,4.36
2036,1/6/15 21:30:00,17.1,-0.204,0.006,1,0.0,0.0,288,10.57,89.50,8.06,32.39,0.000,0.1310,29.904,4.34
2037,1/6/15 21:45:00,19.4,-0.204,0.006,1,0.0,0.0,288,10.18,89.80,7.75,32.39,0.000,0.1296,29.907,4.34
2038,1/6/15 22:00:00,20.6,-0.204,0.006,1,0.0,0.0,288,10.25,90.30,7.93,32.39,0.000,0.1296,29.907,4.34
2039,1/6/15 22:15:00,22.4,-0.204,0.006,1,0.0,0.0,288,10.11,90.60,7.88,32.39,0.000,0.1288,29.901,4.35
2040,1/6/15 22:30:00,24.1,-0.204,0.006,1,0.0,0.0,288,9.85,90.90,7.68,32.39,0.000,0.1288,29.895,4.33
2041,1/6/15 22:45:00,24.7,-0.204,0.006,1,0.0,0.0,288,9.65,91.10,7.54,32.39,0.000,0.1288,29.889,4.34
2042,1/6/15 23:00:00,25.3,-0.204,0.006,1,0.0,0.0,288,9.65,91.20,7.57,32.39,0.000,0.1274,29.883,4.34
2043,1/6/15 23:15:00,27.1,-0.204,0.006,1,0.0,0.0,288,9.92,91.50,7.90,32.34,0.000,0.1274,29.877,4.34
2044,1/6/15 23:30:00,28.2,-0.204,0.006,1,0.0,0.0,288,10.38,91.50,8.37,32.34,0.000,0.1267,29.868,4.32
2045,1/6/15 23:45:00,30.0,-0.204,0.006,1,0.0,0.0,282,10.77,91.40,8.73,32.29,0.000,0.1259,29.859,4.33
2046,1/7/15 00:00:00,30.0,-0.204,0.006,1,0.0,0.0,274,10.44,91.30,8.38,32.29,0.000,0.1252,29.847,4.34
2047,1/7/15 00:15:00,30.6,-0.204,0.006,1,0.0,0.0,274,10.11,91.30,8.04,32.29,0.000,0.1259,29.842,4.34
2048,1/7/15 00:30:00,31.2,-0.204,0.006,1,0.0,0.0,274,9.98,91.50,7.97,32.29,0.000,0.1252,29.833,4.30
2049,1/7/15 00:45:00,31.8,-0.204,0.006,1,0.0,0.0,274,9.45,91.40,7.41,32.29,0.000,0.1252,29.824,4.32
2050,1/7/15 01:00:00,32.4,-0.204,0.006,1,0.0,0.0,274,9.58,91.60,7.59,32.29,0.000,0.1245,29.815,4.33
2051,1/7/15 01:15:00,32.9,-0.204,0.006,1,0.0,0.0,274,9.78,91.60,7.79,32.29,0.000,0.1238,29.809,4.33
2052,1/7/15 01:30:00,34.1,-0.204,0.006,1,0.0,0.0,274,10.31,91.60,8.31,32.29,0.000,0.1230,29.800,4.30
2053,1/7/15 01:45:00,34.7,-0.204,0.006,1,0.0,0.0,274,10.51,91.50,8.49,32.24,0.000,0.1230,29.800,4.32
2054,1/7/15 02:00:00,38.2,-0.204,0.006,1,0.0,0.0,267,11.10,91.50,9.07,32.24,0.000,0.1230,29.791,4.33
2055,1/7/15 02:15:00,38.8,-0.204,0.006,1,0.0,0.0,254,11.36,91.50,9.34,32.24,0.000,0.1223,29.785,4.33
2056,1/7/15 02:30:00,40.0,-0.204,0.006,1,0.0,0.0,239,12.19,91.70,10.20,32.24,0.000,0.1223,29.788,4.30
2057,1/7/15 02:45:00,41.8,-0.204,0.006,1,0.0,0.0,250,12.51,91.60,10.51,32.24,0.000,0.1223,29.785,4.32
2058,1/7/15 03:00:00,42.4,-0.204,0.006,1,1.2,5.8,253,12.76,91.50,10.72,32.24,0.000,0.1216,29.785,4.33
2059,1/7/15 03:15:00,42.9,-0.204,0.006,1,2.9,5.8,237,12.51,91.40,10.45,32.19,0.000,0.1209,29.782,4.33
2060,1/7/15 03:30:00,43.5,-0.204,0.006,1,2.9,5.8,239,12.57,91.30,10.49,32.19,0.000,0.1216,29.785,4.30
2061,1/7/15 03:45:00,44.1,-0.204,0.006,1,2.9,5.0,234,12.70,91.00,10.54,32.19,0.000,0.1209,29.785,4.32
2062,1/7/15 04:00:00,44.7,-0.204,0.006,1,2.1,5.8,220,13.02,90.70,10.78,32.19,0.000,0.1209,29.777,4.33
2063,1/7/15 04:15:00,44.7,-0.204,0.006,1,1.7,5.8,230,13.33,90.30,10.99,32.19,0.000,0.1209,29.768,4.33
2064,1/7/15 04:30:00,45.3,-0.204,0.006,1,2.1,5.0,230,13.52,89.80,11.07,32.19,0.000,0.1209,29.756,4.32
2065,1/7/15 04:45:00,45.3,-0.204,0.006,1,0.8,4.6,247,13.77,89.20,11.16,32.19,0.000,0.1209,29.753,4.32
2066,1/7/15 05:00:00,45.3,-0.204,0.006,1,2.9,7.1,253,13.65,88.30,10.80,32.19,0.000,0.1201,29.744,4.33
2067,1/7/15 05:15:00,44.7,-0.204,0.006,1,4.2,7.9,258,13.52,87.50,10.47,32.14,0.000,0.1201,29.738,4.33
2068,1/7/15 05:30:00,44.7,-0.204,0.006,1,2.9,6.6,254,13.46,87.50,10.42,32.09,0.000,0.1201,29.732,4.32
2069,1/7/15 05:45:00,44.7,-0.204,0.006,1,3.3,7.5,251,13.46,87.30,10.36,32.09,0.000,0.1194,29.729,4.32
2070,1/7/15 06:00:00,44.7,-0.204,0.006,1,3.3,7.5,258,13.58,87.00,10.42,32.09,0.000,0.1201,29.720,4.33
2071,1/7/15 06:15:00,44.7,-0.204,0.006,1,3.7,7.1,251,13.71,86.80,10.49,32.09,0.000,0.1194,29.718,4.33
2072,1/7/15 06:30:00,44.7,-0.204,0.006,1,4.2,7.1,230,13.58,86.50,10.27,32.09,0.000,0.1187,29.718,4.32
2073,1/7/15 06:45:00,44.1,-0.204,0.006,1,4.2,7.1,233,13.71,86.20,10.33,32.09,0.000,0.1194,29.720,4.32
2074,1/7/15 07:00:00,44.7,-0.204,0.006,1,4.6,8.7,227,13.33,86.10,9.93,32.09,0.000,0.1187,29.720,4.33
2075,1/7/15 07:15:00,45.3,-0.204,0.006,3,4.6,8.7,240,13.27,86.30,9.91,32.09,0.000,0.1187,29.718,4.33
2076,1/7/15 07:30:00,45.3,-0.204,0.006,8,4.2,8.3,234,13.27,86.30,9.91,32.04,0.000,0.1180,29.720,4.30
2077,1/7/15 07:45:00,45.9,-0.204,0.006,27,3.7,6.2,229,13.14,86.10,9.75,32.04,0.000,0.1180,29.718,4.32
2078,1/7/15 08:00:00,49.4,-0.204,0.006,102,4.2,9.5,244,14.14,85.70,10.63,31.99,0.000,0.1172,29.712,4.43
2079,1/7/15 08:15:00,51.2,-0.204,0.006,126,5.0,9.5,251,14.58,84.20,10.65,31.99,0.000,0.1165,29.709,4.54
2080,1/7/15 08:30:00,52.9,-0.204,0.006,148,4.2,7.5,260,15.25,83.60,11.16,31.99,0.000,0.1165,29.706,4.54
2081,1/7/15 08:45:00,52.9,-0.204,0.006,212,5.0,8.7,254,16.17,82.20,11.68,32.04,0.000,0.1165,29.700,4.56
2082,1/7/15 09:00:00,24.1,-0.204,0.006,258,5.4,10.0,254,17.24,80.70,12.33,32.04,0.000,0.1165,29.694,4.56
2083,1/7/15 09:15:00,4.1,-0.204,0.006,239,6.2,11.2,256,17.30,79.10,11.93,32.04,0.000,0.1165,29.688,4.56
2084,1/7/15 09:30:00,2.9,-0.204,0.006,281,6.6,12.0,258,18.07,78.10,12.38,32.04,0.000,0.1158,29.679,4.56
2085,1/7/15 09:45:00,2.9,-0.204,0.006,308,5.8,12.5,260,19.76,75.90,13.39,32.04,0.000,0.1158,29.676,4.56
2086,1/7/15 10:00:00,2.4,-0.204,0.006,377,6.6,14.5,247,20.50,72.90,13.19,32.09,0.000,0.1158,29.670,4.56
2087,1/7/15 10:15:00,1.8,-0.204,0.006,191,7.9,17.0,256,20.04,69.00,11.52,32.09,0.000,0.1158,29.664,4.56
