Data Format: 
1387,1/28/15 04:15:00,48.2,-0.204,0.006,1,5.0,9.1,300,12.00,79.60,6.89,32.09,0.000,0.0889,29.629,4.32
1388,1/28/15 04:20:00,48.8,-0.204,0.006,1,5.0,7.1,299,11.94,79.90,6.91,32.09,0.000,0.0882,29.632,4.33
1389,1/28/15 04:25:00,50.0,-0.204,0.006,1,5.8,10.4,292,11.87,80.30,6.96,32.09,0.000,0.0882,29.635,4.33
1390,1/28/15 04:30:00,50.6,-0.204,0.006,1,5.4,8.7,292,11.74,80.60,6.91,32.09,0.000,0.0882,29.638,4.33
1391,1/28/15 04:35:00,50.6,-0.204,0.006,1,5.0,9.5,292,11.68,80.80,6.91,32.09,0.000,0.0889,29.641,4.33
1392,1/28/15 04:40:00,50.6,-0.204,0.006,1,4.2,9.1,285,11.55,81.00,6.84,32.09,0.000,0.0882,29.644,4.33
1393,1/28/15 04:45:00,50.6,-0.204,0.006,1,4.6,8.3,295,11.48,81.20,6.82,32.09,0.000,0.0882,29.647,4.29
1394,1/28/15 04:50:00,50.0,-0.204,0.006,1,6.2,10.8,300,11.68,80.80,6.91,32.09,0.000,0.0889,29.647,4.30
1395,1/28/15 04:55:00,49.4,-0.204,0.006,1,5.8,10.0,306,11.55,80.20,6.62,32.09,0.000,0.0889,29.650,4.31
1396,1/28/15 05:00:00,49.4,-0.204,0.006,1,5.4,10.4,302,11.42,79.70,6.35,32.09,0.000,0.0882,29.656,4.32
1397,1/28/15 05:05:00,48.2,-0.204,0.006,1,6.2,11.6,305,11.61,79.30,6.42,32.09,0.000,0.0882,29.656,4.32
1398,1/28/15 05:10:00,47.1,-0.204,0.006,1,6.2,10.4,299,11.55,78.60,6.17,32.09,0.000,0.0882,29.658,4.32
1399,1/28/15 05:15:00,47.1,-0.204,0.006,1,5.4,9.1,303,11.48,78.00,5.94,32.09,0.000,0.0889,29.661,4.32
1400,1/28/15 05:20:00,45.3,-0.204,0.006,1,6.2,9.5,295,11.68,77.70,6.04,32.09,0.000,0.0889,29.664,4.32
1401,1/28/15 05:25:00,45.9,-0.204,0.006,1,5.4,11.6,295,11.55,76.80,5.67,32.09,0.000,0.0889,29.667,4.32
1402,1/28/15 05:30:00,45.9,-0.204,0.006,1,5.4,9.5,291,11.36,76.40,5.36,32.09,0.000,0.0882,29.673,4.32
1403,1/28/15 05:35:00,44.7,-0.204,0.006,1,5.8,8.7,305,11.42,76.50,5.45,32.09,0.000,0.0882,29.673,4.33
1404,1/28/15 05:40:00,44.7,-0.204,0.006,1,5.4,7.9,298,11.29,76.20,5.23,32.09,0.000,0.0889,29.679,4.33
1405,1/28/15 05:45:00,44.7,-0.204,0.006,1,5.8,12.5,298,11.29,76.10,5.22,32.09,0.000,0.0889,29.679,4.29
1406,1/28/15 05:50:00,44.7,-0.204,0.006,1,5.8,11.6,300,11.29,75.90,5.16,32.09,0.000,0.0889,29.685,4.30
1407,1/28/15 05:55:00,44.1,-0.204,0.006,1,6.2,9.5,296,11.29,76.00,5.18,32.09,0.000,0.0882,29.688,4.32
1408,1/28/15 06:00:00,44.7,-0.204,0.006,1,6.2,10.0,298,11.29,75.90,5.16,32.09,0.000,0.0882,29.694,4.32
1409,1/28/15 06:05:00,44.7,-0.204,0.006,1,5.8,10.0,285,11.16,76.10,5.09,32.09,0.000,0.0889,29.697,4.32
1410,1/28/15 06:10:00,44.7,-0.204,0.006,1,5.4,9.5,291,11.10,76.40,5.11,32.09,0.000,0.0882,29.700,4.32
1411,1/28/15 06:15:00,44.7,-0.204,0.006,1,5.0,7.9,286,11.03,76.60,5.11,32.09,0.000,0.0882,29.703,4.32
1412,1/28/15 06:20:00,43.5,-0.204,0.006,1,5.0,8.7,295,11.10,76.80,5.22,32.09,0.000,0.0889,29.703,4.32
1413,1/28/15 06:25:00,43.5,-0.204,0.006,1,4.6,7.1,299,11.10,76.60,5.16,32.09,0.000,0.0882,29.709,4.32
1414,1/28/15 06:30:00,41.8,-0.204,0.006,1,5.4,9.5,288,11.36,76.40,5.36,32.09,0.000,0.0889,29.709,4.33
1415,1/28/15 06:35:00,40.6,-0.204,0.006,1,6.2,11.2,296,11.48,75.90,5.34,32.09,0.000,0.0882,29.712,4.32
1416,1/28/15 06:40:00,39.4,-0.204,0.006,1,6.2,10.0,288,11.55,75.30,5.23,32.09,0.000,0.0882,29.715,4.33
1417,1/28/15 06:45:00,38.2,-0.204,0.006,1,5.8,10.0,285,11.68,75.20,5.32,32.09,0.000,0.0889,29.718,4.29
1418,1/28/15 06:50:00,37.6,-0.204,0.006,1,5.8,11.2,296,11.68,74.70,5.18,32.09,0.000,0.0889,29.720,4.30
1419,1/28/15 06:55:00,35.3,-0.204,0.006,1,6.2,11.6,299,11.87,74.50,5.31,32.09,0.000,0.0889,29.723,4.30
1420,1/28/15 07:00:00,34.1,-0.204,0.006,1,6.2,10.0,302,12.00,74.00,5.29,32.09,0.000,0.0889,29.729,4.32
1421,1/28/15 07:05:00,30.6,-0.204,0.006,2,7.9,13.3,299,12.13,73.40,5.23,32.09,0.000,0.0882,29.732,4.32
1422,1/28/15 07:10:00,28.8,-0.204,0.006,3,7.1,12.0,292,12.19,72.90,5.14,32.09,0.000,0.0889,29.735,4.34
1423,1/28/15 07:15:00,27.1,-0.204,0.006,4,7.1,12.5,296,12.32,72.80,5.25,32.09,0.000,0.0889,29.738,4.32
1424,1/28/15 07:20:00,24.7,-0.204,0.006,6,7.1,10.8,300,12.38,72.50,5.22,32.09,0.000,0.0889,29.741,4.32
1425,1/28/15 07:25:00,24.7,-0.204,0.006,14,6.2,14.5,293,12.45,72.20,5.18,32.09,0.000,0.0889,29.741,4.32
1426,1/28/15 07:30:00,21.8,-0.204,0.006,18,6.6,13.7,289,12.51,72.20,5.25,32.09,0.000,0.0882,29.744,4.32
1427,1/28/15 07:35:00,20.0,-0.204,0.006,24,6.6,10.8,300,12.64,72.00,5.31,32.09,0.000,0.0889,29.750,4.33
1428,1/28/15 07:40:00,16.5,-0.204,0.006,28,6.2,14.5,289,12.70,71.90,5.34,32.09,0.000,0.0889,29.750,4.33
1429,1/28/15 07:45:00,14.7,-0.204,0.006,33,6.6,14.9,300,12.83,71.50,5.34,32.09,0.000,0.0889,29.756,4.30
1430,1/28/15 07:50:00,12.9,-0.204,0.006,37,6.6,10.4,292,12.89,71.20,5.31,32.09,0.000,0.0889,29.759,4.32
1431,1/28/15 07:55:00,12.4,-0.204,0.006,44,6.2,11.6,306,13.02,70.90,5.34,32.09,0.000,0.0882,29.765,4.33
1432,1/28/15 08:00:00,9.4,-0.204,0.006,49,7.9,11.6,298,13.08,70.50,5.29,32.09,0.000,0.0882,29.765,4.34
1433,1/28/15 08:05:00,8.8,-0.204,0.006,53,6.6,11.6,299,13.21,70.50,5.40,32.09,0.000,0.0889,29.768,4.35
1434,1/28/15 08:10:00,8.2,-0.204,0.006,61,5.8,12.5,300,13.27,71.60,5.81,32.09,0.000,0.0882,29.771,4.36
1435,1/28/15 08:15:00,7.6,-0.204,0.006,69,6.6,14.1,299,13.33,71.00,5.68,32.09,0.000,0.0882,29.771,4.39
1436,1/28/15 08:20:00,6.5,-0.204,0.006,77,6.2,11.2,296,13.58,70.40,5.74,32.09,0.000,0.0889,29.777,4.40
1437,1/28/15 08:25:00,5.9,-0.204,0.006,83,7.1,11.6,299,13.65,70.00,5.67,32.09,0.000,0.0889,29.777,4.43
1438,1/28/15 08:30:00,5.3,-0.204,0.006,97,6.6,12.9,313,13.83,69.40,5.67,32.09,0.000,0.0889,29.777,4.45
1439,1/28/15 08:35:00,5.3,-0.204,0.006,119,7.9,14.5,296,13.96,68.90,5.63,32.09,0.000,0.0889,29.780,4.50
1440,1/28/15 08:40:00,4.7,-0.204,0.006,118,7.9,12.5,309,14.14,68.50,5.68,32.09,0.000,0.0889,29.782,4.54
1441,1/28/15 08:45:00,4.1,-0.204,0.006,142,6.6,12.9,312,14.39,68.20,5.83,32.09,0.000,0.0889,29.785,4.54
1442,1/28/15 08:50:00,4.1,-0.204,0.006,131,7.9,16.2,306,14.52,67.80,5.81,32.09,0.000,0.0889,29.788,4.54
1443,1/28/15 08:55:00,4.7,-0.204,0.006,144,7.9,15.8,310,14.52,67.70,5.77,32.09,0.000,0.0889,29.791,4.54
1444,1/28/15 09:00:00,2.9,-0.204,0.006,187,7.1,12.5,305,14.76,67.40,5.92,32.09,0.000,0.0882,29.788,4.55
1445,1/28/15 09:05:00,3.5,-0.204,0.006,172,8.3,13.3,305,14.82,66.90,5.81,32.09,0.000,0.0889,29.791,4.56
1446,1/28/15 09:10:00,3.5,-0.204,0.006,182,9.1,15.4,317,15.01,66.60,5.90,32.09,0.000,0.0889,29.794,4.59
1447,1/28/15 09:15:00,2.9,-0.204,0.006,149,10.8,17.4,307,14.89,65.90,5.54,32.09,0.000,0.0889,29.794,4.56
1448,1/28/15 09:20:00,3.5,-0.204,0.006,269,8.3,17.4,321,15.19,66.20,5.94,32.09,0.000,0.0889,29.797,4.56
1449,1/28/15 09:25:00,2.9,-0.204,0.006,246,10.0,16.2,313,15.44,65.40,5.90,32.09,0.000,0.0889,29.800,4.56
1450,1/28/15 09:30:00,2.9,-0.204,0.006,399,8.7,17.0,317,16.29,64.80,6.51,32.14,0.000,0.0889,29.797,4.56
1451,1/28/15 09:35:00,2.9,-0.204,0.006,259,7.9,15.4,307,16.77,63.60,6.57,32.14,0.000,0.0889,29.800,4.56
1452,1/28/15 09:40:00,2.9,-0.204,0.006,191,8.7,16.2,312,16.29,63.30,6.01,32.14,0.000,0.0889,29.803,4.56
1453,1/28/15 09:45:00,2.9,-0.204,0.006,423,9.1,14.1,310,17.01,63.10,6.62,32.14,0.000,0.0889,29.803,4.54
1454,1/28/15 09:50:00,2.9,-0.204,0.006,436,10.4,16.2,319,16.71,62.20,6.03,32.14,0.000,0.0889,29.803,4.56
1455,1/28/15 09:55:00,2.9,-0.204,0.006,223,7.9,14.1,323,16.77,62.10,6.04,32.19,0.000,0.0889,29.809,4.56
1456,1/28/15 10:00:00,2.9,-0.204,0.006,443,6.2,12.5,319,18.36,62.10,7.56,32.19,0.000,0.0889,29.809,4.56
1457,1/28/15 10:05:00,2.9,-0.204,0.006,462,7.5,17.8,330,18.01,60.90,6.80,32.19,0.000,0.0889,29.806,4.56
1458,1/28/15 10:10:00,2.9,-0.204,0.006,431,7.9,16.6,336,18.42,60.90,7.18,32.19,0.000,0.0889,29.809,4.56
1459,1/28/15 10:15:00,2.4,-0.204,0.006,476,6.2,13.7,314,18.77,60.30,7.30,32.19,0.000,0.0882,29.809,4.56
1460,1/28/15 10:20:00,2.4,-0.204,0.006,291,7.9,11.6,305,18.71,59.50,6.94,32.19,0.000,0.0889,29.812,4.56
1461,1/28/15 10:25:00,2.9,-0.204,0.006,506,8.7,13.3,298,18.83,59.30,6.98,32.19,0.000,0.0889,29.812,4.56
1462,1/28/15 10:30:00,2.4,-0.204,0.006,289,8.3,14.5,314,18.54,59.30,6.71,32.19,0.000,0.0889,29.815,4.56
1463,1/28/15 10:35:00,2.4,-0.204,0.006,293,9.5,14.9,298,18.83,59.30,6.98,32.19,0.000,0.0889,29.815,4.56
1464,1/28/15 10:40:00,2.9,-0.204,0.006,457,7.1,14.5,323,19.87,59.30,7.97,32.19,0.000,0.0889,29.815,4.56
1465,1/28/15 10:45:00,2.4,-0.204,0.006,403,9.5,18.3,327,19.24,58.30,7.00,32.19,0.000,0.0896,29.815,4.55
1466,1/28/15 10:50:00,2.4,-0.204,0.006,403,10.0,17.0,326,19.06,58.30,6.84,32.19,0.000,0.0889,29.815,4.56
1467,1/28/15 10:55:00,2.9,-0.204,0.006,477,8.7,16.6,314,19.87,58.60,7.72,32.19,0.000,0.0889,29.815,4.56
1468,1/28/15 11:00:00,2.4,-0.204,0.006,372,9.1,14.1,344,18.77,58.30,6.57,32.19,0.000,0.0896,29.818,4.56
1469,1/28/15 11:05:00,2.4,-0.204,0.006,384,8.3,12.9,324,19.41,59.00,7.43,32.19,0.000,0.0889,29.818,4.57
1470,1/28/15 11:10:00,1.8,-0.204,0.006,346,7.1,12.5,326,19.47,58.50,7.29,32.19,0.000,0.0889,29.815,4.56
1471,1/28/15 11:15:00,2.4,-0.204,0.006,369,6.2,12.0,345,19.81,58.80,7.74,32.24,0.000,0.0889,29.815,4.56
1472,1/28/15 11:20:00,2.9,-0.204,0.006,537,5.0,8.7,323,20.16,58.50,7.93,32.19,0.000,0.0889,29.815,4.56
1473,1/28/15 11:25:00,1.8,-0.204,0.006,639,6.6,15.8,319,19.76,57.70,7.27,32.24,0.000,0.0889,29.812,4.56
1474,1/28/15 11:30:00,2.4,-0.204,0.006,542,7.1,12.9,348,20.27,58.20,7.93,32.24,0.000,0.0889,29.812,4.56
1475,1/28/15 11:35:00,1.8,-0.204,0.006,346,7.5,13.7,296,19.64,57.80,7.20,32.24,0.000,0.0889,29.812,4.56
1476,1/28/15 11:40:00,1.8,-0.204,0.006,352,8.7,15.8,305,19.47,58.00,7.11,32.24,0.000,0.0889,29.815,4.56
1477,1/28/15 11:45:00,1.8,-0.204,0.006,312,7.5,13.3,337,19.18,58.40,6.98,32.24,0.000,0.0889,29.815,4.54
1478,1/28/15 11:50:00,1.8,-0.204,0.006,329,6.2,11.6,337,19.76,58.90,7.72,32.24,0.000,0.0889,29.815,4.56
1479,1/28/15 11:55:00,1.8,-0.204,0.006,333,6.6,14.5,344,19.35,59.00,7.38,32.24,0.000,0.0896,29.815,4.56
1480,1/28/15 12:00:00,1.8,-0.204,0.006,316,7.1,17.0,338,19.58,59.10,7.63,32.24,0.000,0.0889,29.815,4.56
1481,1/28/15 12:05:00,1.8,-0.204,0.006,316,9.1,14.9,338,19.01,58.80,6.96,32.24,0.000,0.0896,29.815,4.56
1482,1/28/15 12:10:00,1.8,-0.204,0.006,313,5.8,9.5,340,19.76,59.20,7.83,32.24,0.000,0.0896,29.818,4.56
1483,1/28/15 12:15:00,1.8,-0.204,0.006,311,5.4,10.4,312,20.16,59.20,8.20,32.29,0.000,0.0896,29.818,4.56
1484,1/28/15 12:20:00,1.8,-0.204,0.006,297,6.2,13.3,310,20.27,58.90,8.20,32.29,0.000,0.0896,29.818,4.56
1485,1/28/15 12:25:00,1.8,-0.204,0.006,288,5.4,12.0,309,19.81,58.70,7.70,32.29,0.000,0.0889,29.821,4.56
1486,1/28/15 12:30:00,1.2,-0.204,0.006,278,6.2,10.0,307,19.70,58.40,7.47,32.29,0.000,0.0896,29.824,4.56
1487,1/28/15 12:35:00,1.8,-0.204,0.006,272,6.2,11.6,312,19.64,58.60,7.48,32.29,0.000,0.0889,29.830,4.56
1488,1/28/15 12:40:00,1.2,-0.204,0.006,273,6.6,11.6,312,19.58,58.60,7.43,32.29,0.000,0.0896,29.830,4.56
1489,1/28/15 12:45:00,1.2,-0.204,0.006,259,7.1,10.8,306,19.47,58.50,7.29,32.29,0.000,0.0896,29.830,4.55
1490,1/28/15 12:50:00,1.2,-0.204,0.006,244,6.2,12.9,316,19.87,58.90,7.83,32.29,0.000,0.0889,29.830,4.56
1491,1/28/15 12:55:00,1.8,-0.204,0.006,243,7.9,14.5,295,19.76,58.50,7.56,32.29,0.000,0.0896,29.830,4.56
1492,1/28/15 13:00:00,1.8,-0.204,0.006,247,6.2,9.5,324,20.04,58.50,7.83,32.29,0.000,0.0896,29.830,4.56
1493,1/28/15 13:05:00,1.8,-0.204,0.006,244,5.8,10.8,319,20.16,58.40,7.90,32.29,0.000,0.0896,29.830,4.56
1494,1/28/15 13:10:00,1.2,-0.204,0.006,238,6.6,12.0,309,20.04,58.30,7.75,32.29,0.000,0.0896,29.830,4.56
1495,1/28/15 13:15:00,1.8,-0.204,0.006,244,6.6,11.6,291,20.50,58.00,8.08,32.29,0.000,0.0896,29.827,4.56
1496,1/28/15 13:20:00,1.8,-0.204,0.006,238,5.8,12.5,321,20.56,57.70,8.01,32.29,0.000,0.0896,29.830,4.56
1497,1/28/15 13:25:00,1.8,-0.204,0.006,257,5.4,10.0,324,21.12,57.70,8.55,32.29,0.000,0.0896,29.830,4.56
1498,1/28/15 13:30:00,1.8,-0.204,0.006,318,5.0,11.2,329,21.58,57.30,8.82,32.29,0.000,0.0896,29.833,4.56
1499,1/28/15 13:35:00,1.8,-0.204,0.006,283,5.4,9.1,303,22.08,56.50,8.98,32.29,0.000,0.0896,29.833,4.59
1500,1/28/15 13:40:00,2.9,-0.204,0.006,632,7.9,13.3,284,22.08,56.30,8.91,32.29,0.000,0.0896,29.833,4.56
1501,1/28/15 13:45:00,1.8,-0.204,0.006,261,5.4,9.1,281,22.80,55.60,9.30,32.29,0.000,0.0896,29.839,4.56
1502,1/28/15 13:50:00,1.2,-0.204,0.006,209,6.2,11.2,314,21.97,55.70,8.56,32.34,0.000,0.0896,29.839,4.56
1503,1/28/15 13:55:00,1.8,-0.204,0.006,302,6.2,11.2,306,22.58,56.50,9.45,32.34,0.000,0.0896,29.839,4.56
1504,1/28/15 14:00:00,1.8,-0.204,0.006,241,5.4,9.5,302,22.86,55.90,9.48,32.34,0.000,0.0889,29.839,4.56
1505,1/28/15 14:05:00,1.8,-0.204,0.006,228,5.0,11.2,293,22.86,55.60,9.36,32.34,0.000,0.0896,29.842,4.56
1506,1/28/15 14:10:00,2.9,-0.204,0.006,413,7.1,12.0,321,23.19,55.20,9.50,32.34,0.000,0.0889,29.839,4.56
1507,1/28/15 14:15:00,2.9,-0.204,0.006,391,5.0,11.2,337,24.12,55.00,10.29,32.34,0.000,0.0896,29.842,4.56
1508,1/28/15 14:20:00,1.8,-0.204,0.006,386,6.6,10.4,327,24.12,54.00,9.90,32.34,0.000,0.0896,29.842,4.56
1509,1/28/15 14:25:00,1.2,-0.204,0.006,114,7.1,12.0,313,23.08,54.00,8.91,32.34,0.000,0.0896,29.842,4.56
1510,1/28/15 14:30:00,1.2,-0.204,0.006,198,6.6,13.7,334,22.80,54.90,9.01,32.34,0.000,0.0896,29.847,4.56
1511,1/28/15 14:35:00,1.8,-0.204,0.006,234,4.2,7.5,334,23.68,55.50,10.09,32.34,0.000,0.0896,29.847,4.56
1512,1/28/15 14:40:00,2.4,-0.204,0.006,317,3.3,5.4,321,25.09,54.80,11.14,32.34,0.000,0.0896,29.847,4.56
1513,1/28/15 14:45:00,2.4,-0.204,0.006,303,3.3,7.9,309,25.74,54.00,11.41,32.34,0.000,0.0896,29.847,4.56
1514,1/28/15 14:50:00,1.2,-0.204,0.006,233,7.5,16.2,303,24.12,53.10,9.52,32.34,0.000,0.0896,29.847,4.56
1515,1/28/15 14:55:00,1.8,-0.204,0.006,274,6.6,14.9,314,25.36,54.10,11.08,32.34,0.000,0.0896,29.847,4.56
1516,1/28/15 15:00:00,1.8,-0.204,0.006,261,6.2,11.6,317,25.15,53.90,10.81,32.34,0.000,0.0896,29.847,4.56
1517,1/28/15 15:05:00,1.8,-0.204,0.006,249,7.9,14.1,305,25.09,54.00,10.80,32.34,0.000,0.0896,29.850,4.56
1518,1/28/15 15:10:00,1.2,-0.204,0.006,237,8.3,13.7,310,25.04,54.00,10.74,32.34,0.000,0.0896,29.850,4.56
1519,1/28/15 15:15:00,1.8,-0.204,0.006,227,7.5,14.1,323,24.93,54.30,10.78,32.34,0.000,0.0896,29.853,4.56
1520,1/28/15 15:20:00,1.8,-0.204,0.006,213,8.3,14.1,319,24.82,54.40,10.71,32.34,0.000,0.0896,29.856,4.56
1521,1/28/15 15:25:00,1.8,-0.204,0.006,202,7.5,13.3,307,25.04,54.50,10.96,32.34,0.000,0.0896,29.862,4.56
1522,1/28/15 15:30:00,1.8,-0.204,0.006,189,5.8,12.9,309,25.20,54.60,11.16,32.34,0.000,0.0896,29.868,4.56
1523,1/28/15 15:35:00,1.2,-0.204,0.006,177,6.6,12.0,309,24.82,54.60,10.80,32.29,0.000,0.0896,29.868,4.56
1524,1/28/15 15:40:00,1.2,-0.204,0.006,167,7.1,10.8,306,24.88,54.80,10.92,32.29,0.000,0.0896,29.868,4.56
1525,1/28/15 15:45:00,1.2,-0.204,0.006,156,7.5,11.6,302,24.77,54.90,10.87,32.29,0.000,0.0896,29.874,4.55
1526,1/28/15 15:50:00,1.8,-0.204,0.006,143,4.6,9.1,309,25.09,55.10,11.25,32.29,0.000,0.0896,29.874,4.56
1527,1/28/15 15:55:00,1.8,-0.204,0.006,132,3.3,7.9,320,25.04,55.50,11.37,32.29,0.000,0.0896,29.877,4.56
1528,1/28/15 16:00:00,1.2,-0.204,0.006,118,5.8,12.0,324,24.55,55.50,10.90,32.29,0.000,0.0896,29.880,4.56
1529,1/28/15 16:05:00,1.2,-0.204,0.006,102,6.2,10.4,314,24.17,55.50,10.54,32.29,0.000,0.0904,29.883,4.56
1530,1/28/15 16:10:00,1.2,-0.204,0.006,44,6.2,13.3,313,23.96,55.90,10.51,32.29,0.000,0.0904,29.886,4.56
1531,1/28/15 16:15:00,1.2,-0.204,0.006,32,5.8,10.0,309,23.79,55.90,10.35,32.29,0.000,0.0904,29.892,4.55
1532,1/28/15 16:20:00,1.2,-0.204,0.006,22,5.4,10.4,305,23.52,56.30,10.26,32.29,0.000,0.0904,29.898,4.54
1533,1/28/15 16:25:00,1.2,-0.204,0.006,17,4.2,10.8,309,23.46,56.70,10.36,32.29,0.000,0.0904,29.901,4.54
1534,1/28/15 16:30:00,1.2,-0.204,0.006,14,5.4,10.4,306,23.46,56.70,10.36,32.29,0.000,0.0904,29.904,4.54
1535,1/28/15 16:35:00,0.6,-0.204,0.006,13,4.2,9.1,299,23.35,56.90,10.33,32.29,0.000,0.0904,29.909,4.51
1536,1/28/15 16:40:00,0.6,-0.204,0.006,9,4.2,8.7,285,23.24,57.50,10.47,32.29,0.000,0.0904,29.912,4.51
1537,1/28/15 16:45:00,0.6,-0.204,0.006,8,3.3,5.0,300,22.97,58.10,10.44,32.29,0.000,0.0896,29.912,4.50
1538,1/28/15 16:50:00,1.2,-0.204,0.006,6,3.7,6.2,309,22.86,58.60,10.53,32.29,0.000,0.0904,29.912,4.47
1539,1/28/15 16:55:00,1.2,-0.204,0.006,4,5.8,12.5,327,22.86,58.70,10.56,32.29,0.000,0.0904,29.912,4.47
1540,1/28/15 17:00:00,1.2,-0.204,0.006,2,5.4,10.4,321,22.80,58.90,10.60,32.29,0.000,0.0904,29.915,4.47
1541,1/28/15 17:05:00,1.2,-0.204,0.006,1,3.7,8.3,319,22.69,59.50,10.71,32.29,0.000,0.0904,29.918,4.47
1542,1/28/15 17:10:00,1.2,-0.204,0.006,1,4.2,7.5,321,22.58,59.70,10.69,32.29,0.000,0.0904,29.924,4.46
1543,1/28/15 17:15:00,1.2,-0.204,0.006,1,4.2,7.9,316,22.64,59.80,10.78,32.29,0.000,0.0904,29.924,4.46
1544,1/28/15 17:20:00,1.2,-0.204,0.006,1,4.2,10.0,323,22.69,59.70,10.78,32.29,0.000,0.0904,29.930,4.46
1545,1/28/15 17:25:00,1.2,-0.204,0.006,1,5.4,12.0,324,22.80,59.30,10.74,32.29,0.000,0.0904,29.933,4.46
1546,1/28/15 17:30:00,1.2,-0.204,0.006,1,3.3,7.5,326,22.47,59.60,10.54,32.29,0.000,0.0904,29.936,4.46
1547,1/28/15 17:35:00,1.8,-0.204,0.006,1,3.7,7.5,320,22.47,59.90,10.65,32.29,0.000,0.0904,29.936,4.46
1548,1/28/15 17:40:00,1.8,-0.204,0.006,1,4.2,7.1,314,22.30,59.80,10.45,32.29,0.000,0.0904,29.939,4.45
1549,1/28/15 17:45:00,1.8,-0.204,0.006,1,4.6,7.5,324,22.30,60.10,10.56,32.24,0.000,0.0904,29.942,4.42
1550,1/28/15 17:50:00,1.8,-0.204,0.006,1,2.9,6.2,310,21.97,60.30,10.33,32.24,0.000,0.0904,29.945,4.43
1551,1/28/15 17:55:00,1.8,-0.204,0.006,1,4.6,8.7,320,22.30,60.10,10.56,32.24,0.000,0.0904,29.948,4.43
1552,1/28/15 18:00:00,1.2,-0.204,0.006,1,4.6,8.7,334,22.25,60.10,10.51,32.24,0.000,0.0904,29.951,4.43
1553,1/28/15 18:05:00,1.8,-0.204,0.006,1,3.7,7.5,327,21.97,60.40,10.36,32.24,0.000,0.0904,29.954,4.44
1554,1/28/15 18:10:00,1.8,-0.204,0.006,1,4.2,10.8,331,22.02,60.70,10.53,32.24,0.000,0.0904,29.954,4.43
1555,1/28/15 18:15:00,1.8,-0.204,0.006,1,5.0,9.5,340,22.02,60.50,10.45,32.24,0.000,0.0904,29.957,4.43
1556,1/28/15 18:20:00,1.8,-0.204,0.006,1,5.4,10.0,334,22.08,60.60,10.54,32.24,0.000,0.0904,29.957,4.43
1557,1/28/15 18:25:00,1.8,-0.204,0.006,1,4.2,11.2,314,21.80,60.60,10.27,32.24,0.000,0.0904,29.960,4.43
1558,1/28/15 18:30:00,1.2,-0.204,0.006,1,4.2,8.3,323,21.80,61.20,10.49,32.24,0.000,0.0904,29.966,4.43
1559,1/28/15 18:35:00,1.8,-0.204,0.006,1,5.8,10.8,323,22.02,60.60,10.49,32.24,0.000,0.0904,29.969,4.43
1560,1/28/15 18:40:00,1.8,-0.204,0.006,1,5.8,10.8,324,22.25,59.30,10.22,32.24,0.000,0.0904,29.971,4.43
1561,1/28/15 18:45:00,1.8,-0.204,0.006,1,5.4,10.8,323,22.19,58.70,9.93,32.24,0.000,0.0904,29.974,4.42
1562,1/28/15 18:50:00,1.2,-0.204,0.006,1,5.4,10.0,324,22.19,57.90,9.63,32.24,0.000,0.0911,29.980,4.39
1563,1/28/15 18:55:00,1.8,-0.204,0.006,1,5.0,8.7,314,22.02,57.70,9.39,32.24,0.000,0.0904,29.980,4.40
1564,1/28/15 19:00:00,1.8,-0.204,0.006,1,4.6,8.7,317,21.97,57.70,9.34,32.24,0.000,0.0904,29.986,4.40
1565,1/28/15 19:05:00,1.2,-0.204,0.006,1,3.7,9.1,343,22.08,57.50,9.37,32.24,0.000,0.0904,29.986,4.40
1566,1/28/15 19:10:00,1.2,-0.204,0.006,1,4.6,10.4,338,21.97,56.40,8.83,32.24,0.000,0.0904,29.992,4.40
1567,1/28/15 19:15:00,1.2,-0.204,0.006,1,5.0,9.5,320,21.80,55.80,8.44,32.24,0.000,0.0904,29.992,4.40
1568,1/28/15 19:20:00,1.2,-0.204,0.006,1,5.0,9.5,334,21.91,55.40,8.38,32.24,0.000,0.0904,29.995,4.40
1569,1/28/15 19:25:00,1.2,-0.204,0.006,1,3.7,6.2,343,21.69,55.20,8.10,32.24,0.000,0.0904,29.995,4.42
1570,1/28/15 19:30:00,1.2,-0.204,0.006,1,4.2,6.6,337,21.41,55.30,7.88,32.24,0.000,0.0904,29.998,4.40
1571,1/28/15 19:35:00,1.2,-0.204,0.006,1,2.5,5.0,331,21.24,55.50,7.79,32.24,0.000,0.0904,30.004,4.40
1572,1/28/15 19:40:00,1.2,-0.204,0.006,1,1.7,3.7,316,21.12,56.10,7.93,32.24,0.000,0.0904,30.007,4.40
1573,1/28/15 19:45:00,1.2,-0.204,0.006,1,2.5,6.2,324,21.01,55.70,7.66,32.24,0.000,0.0904,30.007,4.35
1574,1/28/15 19:50:00,1.2,-0.204,0.006,1,1.7,4.2,310,20.73,56.30,7.63,32.19,0.000,0.0904,30.010,4.36
1575,1/28/15 19:55:00,1.2,-0.204,0.006,1,1.7,3.3,312,20.61,56.60,7.65,32.19,0.000,0.0904,30.013,4.37
1576,1/28/15 20:00:00,1.2,-0.204,0.006,1,2.5,5.4,310,20.67,56.80,7.77,32.19,0.000,0.0904,30.016,4.38
1577,1/28/15 20:05:00,1.2,-0.204,0.006,1,2.1,4.2,288,20.33,57.00,7.54,32.19,0.000,0.0904,30.019,4.38
