Data Format: 
433,1/24/15 20:45:00,100.0,-0.204,0.006,1,0.0,0.0,329,31.19,98.30,30.76,35.49,0.000,0.0845,29.100,4.34
434,1/24/15 20:50:00,100.0,-0.204,0.006,1,0.0,0.0,306,31.14,98.30,30.70,35.49,0.000,0.0853,29.097,4.35
435,1/24/15 20:55:00,100.0,-0.204,0.006,1,0.0,0.0,320,31.09,98.30,30.65,35.44,0.000,0.0853,29.103,4.36
436,1/24/15 21:00:00,100.0,-0.204,0.006,1,0.0,0.0,327,31.09,98.30,30.65,35.44,0.000,0.0845,29.100,4.36
437,1/24/15 21:05:00,100.0,-0.204,0.006,1,0.0,0.0,319,30.99,98.40,30.58,35.44,0.000,0.0853,29.106,4.36
438,1/24/15 21:10:00,100.0,-0.204,0.006,1,0.0,0.0,314,30.83,98.40,30.43,35.44,0.000,0.0853,29.109,4.36
439,1/24/15 21:15:00,100.0,-0.204,0.006,1,0.0,0.0,320,30.68,98.30,30.25,35.44,0.000,0.0860,29.112,4.36
440,1/24/15 21:20:00,100.0,-0.204,0.006,1,0.0,0.0,320,30.63,98.40,30.22,35.44,0.000,0.0860,29.112,4.36
441,1/24/15 21:25:00,100.0,-0.204,0.006,1,0.0,0.0,299,30.48,98.40,30.07,35.44,0.000,0.0860,29.112,4.36
442,1/24/15 21:30:00,100.0,-0.204,0.006,1,0.0,0.0,274,30.33,98.40,29.91,35.44,0.000,0.0860,29.115,4.36
443,1/24/15 21:35:00,100.0,-0.204,0.006,1,0.0,0.0,265,30.28,98.50,29.89,35.44,0.000,0.0860,29.115,4.37
444,1/24/15 21:40:00,100.0,-0.204,0.006,1,0.0,0.0,268,30.22,98.50,29.84,35.44,0.000,0.0867,29.121,4.36
445,1/24/15 21:45:00,100.0,-0.204,0.006,1,0.0,0.0,272,30.02,98.50,29.64,35.44,0.000,0.0867,29.121,4.34
446,1/24/15 21:50:00,100.0,-0.204,0.006,1,0.0,0.0,274,29.82,98.40,29.41,35.44,0.000,0.0867,29.121,4.35
447,1/24/15 21:55:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.87,98.50,29.48,35.44,0.000,0.0867,29.124,4.39
448,1/24/15 22:00:00,100.0,-0.204,0.006,1,0.0,0.0,256,29.87,98.50,29.48,35.44,0.000,0.0867,29.127,4.35
449,1/24/15 22:05:00,100.0,-0.204,0.006,1,0.0,0.0,264,29.76,98.40,29.35,35.44,0.000,0.0867,29.124,4.36
450,1/24/15 22:10:00,100.0,-0.204,0.006,1,0.0,0.0,261,29.76,98.50,29.39,35.44,0.000,0.0874,29.127,4.36
451,1/24/15 22:15:00,100.0,-0.204,0.006,1,0.0,0.0,270,29.76,98.50,29.39,35.49,0.000,0.0867,29.130,4.36
452,1/24/15 22:20:00,100.0,-0.204,0.006,1,0.0,0.0,263,29.66,98.50,29.28,35.49,0.000,0.0874,29.127,4.36
453,1/24/15 22:25:00,100.0,-0.204,0.006,1,0.0,0.0,265,29.51,98.50,29.12,35.49,0.000,0.0874,29.127,4.36
454,1/24/15 22:30:00,100.0,-0.204,0.006,1,0.0,0.0,270,29.51,98.40,29.10,35.54,0.000,0.0882,29.127,4.36
455,1/24/15 22:35:00,100.0,-0.204,0.006,1,0.0,0.0,271,29.56,98.40,29.16,35.54,0.000,0.0882,29.127,4.38
456,1/24/15 22:40:00,100.0,-0.204,0.006,1,0.0,0.0,272,29.41,98.30,28.98,35.54,0.000,0.0882,29.127,4.36
457,1/24/15 22:45:00,100.0,-0.204,0.006,1,0.0,0.0,272,29.30,98.30,28.87,35.54,0.000,0.0882,29.130,4.34
458,1/24/15 22:50:00,100.0,-0.204,0.006,1,0.0,0.0,265,29.30,98.30,28.87,35.49,0.000,0.0882,29.136,4.34
459,1/24/15 22:55:00,100.0,-0.204,0.006,1,0.0,0.0,267,29.51,98.30,29.08,35.49,0.000,0.0882,29.139,4.35
460,1/24/15 23:00:00,100.0,-0.204,0.006,1,0.0,0.0,264,29.51,98.10,29.03,35.49,0.000,0.0882,29.139,4.35
461,1/24/15 23:05:00,100.0,-0.204,0.006,1,0.0,0.0,270,29.51,97.90,28.98,35.54,0.000,0.0882,29.142,4.35
462,1/24/15 23:10:00,100.0,-0.204,0.006,1,0.0,0.0,271,29.41,97.60,28.80,35.54,0.000,0.0889,29.142,4.36
463,1/24/15 23:15:00,100.0,-0.204,0.006,1,0.0,0.0,267,29.46,97.20,28.74,35.54,0.000,0.0889,29.145,4.36
464,1/24/15 23:20:00,100.0,-0.204,0.006,1,0.0,0.0,268,29.25,96.70,28.42,35.49,0.000,0.0896,29.145,4.36
465,1/24/15 23:25:00,100.0,-0.204,0.006,1,0.0,0.0,270,29.51,96.40,28.60,35.49,0.000,0.0889,29.148,4.36
466,1/24/15 23:30:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.46,95.60,28.35,35.49,0.000,0.0896,29.151,4.36
467,1/24/15 23:35:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.25,94.90,27.97,35.49,0.000,0.0896,29.151,4.36
468,1/24/15 23:40:00,100.0,-0.204,0.006,1,0.0,0.0,250,29.15,95.00,27.88,35.44,0.000,0.0896,29.151,4.36
469,1/24/15 23:45:00,100.0,-0.204,0.006,1,0.0,0.0,243,28.94,95.00,27.68,35.44,0.000,0.0904,29.153,4.34
470,1/24/15 23:50:00,100.0,-0.204,0.006,1,0.0,0.0,254,28.53,95.00,27.27,35.44,0.000,0.0904,29.153,4.34
471,1/24/15 23:55:00,100.0,-0.204,0.006,1,0.0,0.0,267,28.11,95.40,26.96,35.44,0.000,0.0904,29.153,4.35
472,1/25/15 00:00:00,100.0,-0.204,0.006,1,0.0,0.0,248,28.42,95.80,27.37,35.39,0.000,0.0904,29.156,4.35
473,1/25/15 00:05:00,100.0,-0.204,0.006,1,0.0,0.0,256,28.37,95.70,27.28,35.35,0.000,0.0896,29.159,4.35
474,1/25/15 00:10:00,100.0,-0.204,0.006,1,0.0,0.0,268,28.27,95.60,27.16,35.35,0.000,0.0904,29.162,4.35
475,1/25/15 00:15:00,100.0,-0.204,0.006,1,0.0,0.0,257,28.42,95.60,27.32,35.30,0.000,0.0904,29.159,4.36
476,1/25/15 00:20:00,100.0,-0.204,0.006,1,0.0,0.0,260,28.63,95.40,27.46,35.30,0.000,0.0904,29.168,4.36
477,1/25/15 00:25:00,100.0,-0.204,0.006,1,0.0,0.0,257,28.48,95.10,27.25,35.30,0.000,0.0904,29.165,4.36
478,1/25/15 00:30:00,100.0,-0.204,0.006,1,0.0,0.0,260,28.58,94.90,27.30,35.25,0.000,0.0911,29.165,4.36
479,1/25/15 00:35:00,100.0,-0.204,0.006,1,0.0,0.0,254,28.53,94.70,27.19,35.25,0.000,0.0911,29.165,4.36
480,1/25/15 00:40:00,100.0,-0.204,0.006,1,0.0,0.0,264,28.42,94.50,27.03,35.25,0.000,0.0911,29.168,4.36
481,1/25/15 00:45:00,100.0,-0.204,0.006,1,0.0,0.0,257,28.58,94.50,27.19,35.15,0.000,0.0911,29.171,4.33
482,1/25/15 00:50:00,100.0,-0.204,0.006,1,0.0,0.0,260,28.74,94.20,27.27,35.20,0.000,0.0911,29.174,4.34
483,1/25/15 00:55:00,100.0,-0.204,0.006,1,0.0,0.0,260,28.89,94.00,27.37,35.15,0.000,0.0911,29.174,4.34
484,1/25/15 01:00:00,100.0,-0.204,0.006,1,0.0,0.0,268,29.15,93.80,27.57,35.20,0.000,0.0911,29.171,4.34
485,1/25/15 01:05:00,100.0,-0.204,0.006,1,0.0,0.0,265,29.25,93.60,27.63,35.15,0.000,0.0911,29.171,4.36
486,1/25/15 01:10:00,100.0,-0.204,0.006,1,0.0,0.0,251,29.61,93.20,27.88,35.25,0.000,0.0911,29.183,4.35
487,1/25/15 01:15:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.76,92.70,27.90,35.25,0.000,0.0918,29.183,4.35
488,1/25/15 01:20:00,100.0,-0.204,0.006,1,0.0,0.0,272,29.66,92.50,27.75,35.30,0.000,0.0918,29.177,4.35
489,1/25/15 01:25:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.76,92.50,27.84,35.30,0.000,0.0918,29.177,4.35
490,1/25/15 01:30:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.87,92.30,27.90,35.35,0.000,0.0918,29.186,4.35
491,1/25/15 01:35:00,100.0,-0.204,0.006,1,0.0,0.0,263,29.82,91.70,27.70,35.39,0.000,0.0925,29.192,4.35
492,1/25/15 01:40:00,100.0,-0.204,0.006,1,0.0,0.0,258,29.71,91.40,27.50,35.39,0.000,0.0933,29.198,4.35
493,1/25/15 01:45:00,100.0,-0.204,0.006,1,0.0,0.0,261,29.61,91.40,27.41,35.35,0.000,0.0933,29.198,4.33
494,1/25/15 01:50:00,100.0,-0.204,0.006,1,0.0,0.0,257,29.35,91.40,27.16,35.30,0.000,0.0933,29.201,4.34
495,1/25/15 01:55:00,100.0,-0.204,0.006,1,0.0,0.0,260,29.35,91.40,27.16,35.25,0.000,0.0933,29.204,4.34
496,1/25/15 02:00:00,100.0,-0.204,0.006,1,0.0,0.0,257,29.46,91.20,27.19,35.20,0.000,0.0940,29.207,4.34
497,1/25/15 02:05:00,100.0,-0.204,0.006,1,0.0,0.0,251,29.51,90.70,27.12,35.25,0.000,0.0940,29.216,4.35
498,1/25/15 02:10:00,100.0,-0.204,0.006,1,0.0,0.0,253,29.30,90.50,26.87,35.20,0.000,0.0940,29.218,4.35
499,1/25/15 02:15:00,100.0,-0.204,0.006,1,0.0,0.0,250,29.51,90.60,27.09,35.15,0.000,0.0940,29.216,4.35
500,1/25/15 02:20:00,100.0,-0.204,0.006,1,0.0,0.0,254,29.25,90.40,26.78,35.10,0.000,0.0940,29.227,4.36
501,1/25/15 02:25:00,100.0,-0.204,0.006,1,0.0,0.0,256,28.84,90.60,26.42,35.05,0.000,0.0940,29.230,4.35
502,1/25/15 02:30:00,100.0,-0.204,0.006,1,0.0,0.0,248,28.89,90.90,26.56,35.01,0.000,0.0940,29.233,4.35
503,1/25/15 02:35:00,100.0,-0.204,0.006,1,0.0,0.0,250,28.74,90.80,26.38,34.96,0.000,0.0940,29.236,4.35
504,1/25/15 02:40:00,100.0,-0.204,0.006,1,0.0,0.0,251,28.74,91.00,26.44,34.91,0.000,0.0947,29.233,4.35
505,1/25/15 02:45:00,100.0,-0.204,0.006,1,0.0,0.0,251,28.63,91.00,26.33,34.86,0.000,0.0947,29.236,4.33
506,1/25/15 02:50:00,100.0,-0.204,0.006,1,0.0,0.0,247,28.53,91.20,26.28,34.86,0.000,0.0947,29.242,4.34
507,1/25/15 02:55:00,100.0,-0.204,0.006,1,0.0,0.0,247,28.53,91.30,26.31,34.81,0.000,0.0947,29.245,4.34
508,1/25/15 03:00:00,100.0,-0.204,0.006,1,0.0,0.0,241,28.53,91.20,26.28,34.76,0.000,0.0947,29.248,4.34
509,1/25/15 03:05:00,100.0,-0.204,0.006,1,0.0,0.0,248,28.42,91.20,26.19,34.76,0.000,0.0947,29.248,4.34
510,1/25/15 03:10:00,100.0,-0.204,0.006,1,0.0,0.0,248,28.16,91.20,25.92,34.66,0.000,0.0954,29.251,4.35
511,1/25/15 03:15:00,100.0,-0.204,0.006,1,0.0,0.0,243,28.37,91.60,26.24,34.66,0.000,0.0954,29.251,4.35
512,1/25/15 03:20:00,100.0,-0.204,0.006,1,0.0,0.0,233,28.42,91.50,26.26,34.71,0.000,0.0954,29.254,4.35
513,1/25/15 03:25:00,100.0,-0.204,0.006,1,0.0,0.0,239,28.42,91.30,26.20,34.66,0.000,0.0947,29.257,4.35
514,1/25/15 03:30:00,100.0,-0.204,0.006,1,0.0,0.0,234,28.22,91.20,25.97,34.66,0.000,0.0954,29.260,4.35
515,1/25/15 03:35:00,100.0,-0.204,0.006,1,0.0,0.0,240,28.16,91.40,25.97,34.61,0.000,0.0954,29.263,4.35
516,1/25/15 03:40:00,100.0,-0.204,0.006,1,0.0,0.0,237,28.53,91.60,26.38,34.61,0.000,0.0954,29.266,4.35
517,1/25/15 03:45:00,100.0,-0.204,0.006,1,0.0,0.0,240,28.79,91.50,26.62,34.61,0.000,0.0954,29.269,4.32
518,1/25/15 03:50:00,100.0,-0.204,0.006,1,0.0,0.0,250,28.89,91.40,26.69,34.57,0.000,0.0954,29.272,4.33
519,1/25/15 03:55:00,100.0,-0.204,0.006,1,0.0,0.0,248,29.05,91.40,26.85,34.57,0.000,0.0954,29.272,4.34
520,1/25/15 04:00:00,100.0,-0.204,0.006,1,0.0,0.0,244,29.61,91.20,27.36,34.61,0.000,0.0954,29.275,4.34
521,1/25/15 04:05:00,100.0,-0.204,0.006,1,0.0,0.0,241,29.56,90.70,27.18,34.57,0.000,0.0954,29.280,4.34
522,1/25/15 04:10:00,100.0,-0.204,0.006,1,0.0,0.0,246,29.56,90.80,27.19,34.57,0.000,0.0962,29.283,4.34
523,1/25/15 04:15:00,100.0,-0.204,0.006,1,0.0,0.0,247,29.82,90.90,27.48,34.57,0.000,0.0962,29.286,4.34
524,1/25/15 04:20:00,100.0,-0.204,0.006,1,0.0,0.0,254,29.92,90.80,27.55,34.57,0.000,0.0962,29.286,4.34
525,1/25/15 04:25:00,100.0,-0.204,0.006,1,0.0,0.0,253,29.97,90.50,27.52,34.57,0.000,0.0962,29.280,4.35
526,1/25/15 04:30:00,100.0,-0.204,0.006,1,0.0,0.0,253,29.97,90.50,27.52,34.57,0.000,0.0962,29.286,4.35
527,1/25/15 04:35:00,100.0,-0.204,0.006,1,0.0,0.0,244,30.02,90.50,27.57,34.52,0.000,0.0962,29.286,4.35
528,1/25/15 04:40:00,100.0,-0.204,0.006,1,0.0,0.0,244,29.76,90.30,27.27,34.52,0.000,0.0962,29.289,4.35
529,1/25/15 04:45:00,100.0,-0.204,0.006,1,0.0,0.0,247,29.82,90.60,27.39,34.47,0.000,0.0962,29.295,4.33
530,1/25/15 04:50:00,100.0,-0.204,0.006,1,0.0,0.0,247,29.82,90.90,27.48,34.47,0.000,0.0962,29.298,4.34
531,1/25/15 04:55:00,100.0,-0.204,0.006,1,0.0,0.0,250,29.61,91.00,27.30,34.47,0.000,0.0962,29.298,4.34
532,1/25/15 05:00:00,100.0,-0.204,0.006,1,0.0,0.0,257,29.76,91.30,27.54,34.47,0.000,0.0962,29.298,4.34
533,1/25/15 05:05:00,100.0,-0.204,0.006,1,0.0,0.0,248,29.82,91.20,27.55,34.47,0.000,0.0969,29.298,4.34
534,1/25/15 05:10:00,100.0,-0.204,0.006,1,0.0,0.0,244,29.92,91.30,27.68,34.47,0.000,0.0969,29.301,4.34
535,1/25/15 05:15:00,100.0,-0.204,0.006,1,0.0,0.0,247,29.87,91.30,27.63,34.47,0.000,0.0969,29.304,4.35
536,1/25/15 05:20:00,100.0,-0.204,0.006,1,0.0,0.0,250,30.12,91.50,27.93,34.42,0.000,0.0969,29.304,4.35
537,1/25/15 05:25:00,100.0,-0.204,0.006,1,0.0,0.0,251,29.97,91.30,27.73,34.42,0.000,0.0969,29.310,4.35
538,1/25/15 05:30:00,100.0,-0.204,0.006,1,0.0,0.0,256,30.12,91.50,27.93,34.27,0.000,0.0969,29.313,4.38
539,1/25/15 05:35:00,100.0,-0.204,0.006,1,0.0,0.0,250,30.22,91.30,27.99,33.48,0.000,0.0969,29.319,4.35
540,1/25/15 05:40:00,100.0,-0.204,0.006,1,0.0,0.0,247,30.38,91.20,28.11,33.39,0.000,0.0969,29.319,4.35
541,1/25/15 05:45:00,100.0,-0.204,0.006,1,0.0,0.0,248,30.48,91.10,28.18,33.39,0.000,0.0969,29.319,4.32
542,1/25/15 05:50:00,100.0,-0.204,0.006,1,0.0,0.0,247,30.43,90.70,28.02,33.34,0.000,0.0969,29.322,4.34
543,1/25/15 05:55:00,100.0,-0.204,0.006,1,0.0,0.0,248,30.43,90.60,28.00,33.29,0.000,0.0976,29.319,4.34
544,1/25/15 06:00:00,100.0,-0.204,0.006,1,0.0,0.0,251,30.33,90.50,27.88,33.24,0.000,0.0976,29.319,4.34
545,1/25/15 06:05:00,100.0,-0.204,0.006,1,0.0,0.0,254,30.53,90.60,28.11,33.19,0.000,0.0976,29.325,4.34
546,1/25/15 06:10:00,100.0,-0.204,0.006,1,0.0,0.0,256,30.58,90.40,28.09,33.19,0.000,0.0976,29.328,4.34
547,1/25/15 06:15:00,100.0,-0.204,0.006,1,0.0,0.0,261,30.63,90.20,28.09,33.19,0.000,0.0976,29.334,4.34
548,1/25/15 06:20:00,100.0,-0.204,0.006,1,0.0,0.0,256,30.83,90.30,28.33,33.19,0.000,0.0976,29.337,4.34
549,1/25/15 06:25:00,100.0,-0.204,0.006,1,0.0,0.0,244,30.68,89.80,28.04,33.19,0.000,0.0983,29.340,4.35
550,1/25/15 06:30:00,100.0,-0.204,0.006,1,0.0,0.0,247,30.58,89.60,27.88,33.14,0.000,0.0983,29.348,4.35
551,1/25/15 06:35:00,100.0,-0.204,0.006,1,0.0,0.0,241,30.73,89.90,28.11,33.14,0.000,0.0983,29.348,4.35
552,1/25/15 06:40:00,100.0,-0.204,0.006,1,0.0,0.0,244,30.83,89.70,28.17,33.14,0.000,0.0983,29.354,4.35
553,1/25/15 06:45:00,100.0,-0.204,0.006,1,0.0,0.0,246,30.83,89.50,28.11,33.14,0.000,0.0983,29.354,4.32
554,1/25/15 06:50:00,100.0,-0.204,0.006,1,0.0,0.0,243,30.83,89.60,28.13,33.14,0.000,0.0983,29.360,4.34
555,1/25/15 06:55:00,100.0,-0.204,0.006,1,0.0,0.0,243,30.43,89.40,27.68,33.14,0.000,0.0983,29.360,4.34
556,1/25/15 07:00:00,100.0,-0.204,0.006,2,0.0,0.0,237,30.48,89.70,27.81,33.14,0.000,0.0983,29.363,4.34
557,1/25/15 07:05:00,100.0,-0.204,0.006,4,0.0,0.0,239,30.53,89.70,27.86,33.09,0.000,0.0983,29.366,4.34
558,1/25/15 07:10:00,100.0,-0.204,0.006,4,0.0,0.0,244,30.58,89.70,27.91,33.09,0.000,0.0991,29.366,4.34
559,1/25/15 07:15:00,100.0,-0.204,0.006,9,0.0,0.0,243,30.38,89.60,27.68,33.09,0.000,0.0991,29.369,4.34
560,1/25/15 07:20:00,100.0,-0.204,0.006,13,0.0,0.0,244,30.17,89.60,27.48,33.09,0.000,0.0991,29.375,4.34
561,1/25/15 07:25:00,100.0,-0.204,0.006,17,0.0,0.0,248,30.38,89.90,27.77,33.09,0.000,0.0983,29.372,4.37
562,1/25/15 07:30:00,100.0,-0.204,0.006,22,0.0,0.0,247,30.17,89.80,27.54,33.09,0.000,0.0991,29.372,4.35
563,1/25/15 07:35:00,100.0,-0.204,0.006,47,0.0,0.0,243,30.48,89.90,27.86,33.09,0.000,0.0983,29.375,4.35
564,1/25/15 07:40:00,100.0,-0.204,0.006,117,0.0,0.0,250,30.94,89.80,28.29,33.09,0.000,0.0991,29.375,4.36
565,1/25/15 07:45:00,100.0,-0.204,0.006,112,0.0,0.0,247,31.24,89.60,28.53,33.04,0.000,0.0940,29.378,4.34
566,1/25/15 07:50:00,100.0,-0.204,0.006,64,0.0,0.0,241,31.34,89.30,28.54,33.04,0.000,0.0925,29.381,4.35
567,1/25/15 07:55:00,100.0,-0.204,0.006,68,0.0,0.0,236,31.39,89.20,28.58,33.04,0.000,0.0933,29.387,4.35
568,1/25/15 08:00:00,100.0,-0.204,0.006,106,0.0,0.0,237,31.74,89.10,28.90,33.09,0.000,0.0802,29.384,4.38
569,1/25/15 08:05:00,100.0,-0.204,0.006,147,0.0,0.0,234,31.89,88.80,28.96,33.09,0.000,0.0758,29.387,4.40
570,1/25/15 08:10:00,100.0,-0.204,0.006,54,0.0,0.0,234,32.19,88.70,29.23,33.09,0.000,0.0795,29.390,4.42
571,1/25/15 08:15:00,100.0,-0.204,0.006,51,0.0,0.0,237,32.19,88.40,29.16,33.14,0.000,0.0845,29.393,4.42
572,1/25/15 08:20:00,100.0,-0.204,0.006,54,0.0,0.0,247,32.19,88.20,29.10,33.14,0.000,0.0874,29.393,4.41
573,1/25/15 08:25:00,100.0,-0.204,0.006,52,0.0,0.0,240,32.29,88.10,29.16,33.19,0.000,0.0889,29.396,4.42
574,1/25/15 08:30:00,100.0,-0.204,0.006,62,0.0,0.0,240,32.34,88.00,29.19,33.19,0.000,0.0889,29.402,4.42
575,1/25/15 08:35:00,100.0,-0.204,0.006,54,0.0,0.0,243,32.34,87.90,29.16,33.19,0.000,0.0896,29.402,4.42
576,1/25/15 08:40:00,100.0,-0.204,0.006,48,0.0,0.0,233,32.09,87.80,28.89,33.24,0.000,0.0911,29.407,4.42
577,1/25/15 08:45:00,100.0,-0.204,0.006,278,0.0,0.0,240,32.84,87.90,29.64,33.24,0.000,0.0896,29.404,4.53
578,1/25/15 08:50:00,90.6,-0.204,0.006,329,0.0,0.0,232,33.29,87.10,29.86,33.29,0.000,0.0874,29.404,4.54
579,1/25/15 08:55:00,60.0,-0.204,0.006,356,0.0,0.0,227,33.98,86.30,30.33,33.29,0.000,0.0838,29.404,4.54
580,1/25/15 09:00:00,54.7,-0.204,0.006,286,0.0,0.0,227,34.03,85.30,30.07,33.34,0.000,0.0867,29.404,4.54
581,1/25/15 09:05:00,50.6,-0.204,0.006,286,0.0,0.0,246,33.98,84.80,29.89,33.39,0.000,0.0904,29.404,4.54
582,1/25/15 09:10:00,45.3,-0.204,0.006,298,0.0,0.0,236,33.98,84.80,29.89,33.48,0.000,0.0918,29.407,4.54
583,1/25/15 09:15:00,37.6,-0.204,0.006,306,0.0,0.0,236,34.12,85.00,30.09,33.53,0.000,0.0954,29.410,4.54
584,1/25/15 09:20:00,35.3,-0.204,0.006,312,0.0,0.0,240,34.17,84.70,30.06,33.53,0.000,0.0969,29.413,4.54
585,1/25/15 09:25:00,32.9,-0.204,0.006,322,0.4,14.5,229,34.12,84.70,30.00,33.53,0.000,0.0976,29.413,4.54
586,1/25/15 09:30:00,31.8,-0.204,0.006,332,8.7,15.8,232,34.22,84.80,30.13,33.58,0.000,0.0991,29.413,4.54
587,1/25/15 09:35:00,29.4,-0.204,0.006,341,8.7,15.8,234,34.42,84.90,30.34,33.63,0.000,0.0991,29.413,4.54
588,1/25/15 09:40:00,27.1,-0.204,0.006,348,7.9,15.4,243,34.76,84.50,30.58,33.63,0.000,0.1005,29.422,4.54
589,1/25/15 09:45:00,21.8,-0.204,0.006,353,6.2,13.3,237,35.20,83.80,30.79,33.73,0.000,0.0998,29.428,4.54
590,1/25/15 09:50:00,21.2,-0.204,0.006,364,10.0,19.9,237,35.20,82.70,30.47,33.73,0.000,0.0998,29.428,4.54
591,1/25/15 09:55:00,20.6,-0.204,0.006,373,10.4,17.8,232,35.25,82.40,30.43,33.78,0.000,0.0998,29.431,4.54
592,1/25/15 10:00:00,18.2,-0.204,0.006,381,8.7,16.2,233,35.49,82.10,30.58,33.83,0.000,0.0983,29.434,4.54
593,1/25/15 10:05:00,18.2,-0.204,0.006,386,9.5,14.1,236,35.69,81.40,30.56,33.93,0.000,0.0976,29.440,4.54
594,1/25/15 10:10:00,18.8,-0.204,0.006,394,9.1,13.7,232,35.83,80.90,30.54,33.98,0.000,0.0954,29.443,4.54
595,1/25/15 10:15:00,18.2,-0.204,0.006,399,9.1,17.4,237,35.93,80.70,30.58,34.08,0.000,0.0983,29.440,4.54
596,1/25/15 10:20:00,17.6,-0.204,0.006,398,9.1,15.8,250,36.36,79.80,30.72,34.22,0.000,0.0983,29.443,4.54
597,1/25/15 10:25:00,17.6,-0.204,0.006,413,10.0,17.0,241,36.36,79.30,30.58,34.47,0.000,0.0954,29.443,4.54
598,1/25/15 10:30:00,15.3,-0.204,0.006,422,10.8,19.1,253,36.60,78.20,30.47,34.76,0.000,0.0962,29.449,4.54
599,1/25/15 10:35:00,11.2,-0.204,0.006,432,11.2,20.3,248,36.60,75.80,29.70,34.96,0.000,0.0954,29.446,4.54
600,1/25/15 10:40:00,8.2,-0.204,0.006,432,10.8,20.8,257,36.94,73.40,29.25,35.05,0.000,0.0954,29.452,4.54
601,1/25/15 10:45:00,7.1,-0.204,0.006,438,10.0,18.7,251,36.89,71.20,28.45,35.15,0.000,0.0969,29.452,4.54
602,1/25/15 10:50:00,5.9,-0.204,0.006,442,10.0,19.1,268,37.18,69.50,28.13,35.25,0.000,0.0976,29.455,4.54
603,1/25/15 10:55:00,4.7,-0.204,0.006,448,8.3,16.2,271,37.46,67.20,27.59,35.35,0.000,0.0976,29.455,4.54
604,1/25/15 11:00:00,4.7,-0.204,0.006,451,11.2,22.4,257,37.18,65.00,26.51,35.39,0.000,0.0983,29.458,4.54
605,1/25/15 11:05:00,4.1,-0.204,0.006,456,7.9,14.5,267,37.75,65.50,27.25,35.59,0.000,0.0991,29.461,4.54
606,1/25/15 11:10:00,4.1,-0.204,0.006,461,8.7,21.6,272,37.46,64.30,26.53,35.83,0.000,0.0998,29.464,4.54
607,1/25/15 11:15:00,4.1,-0.204,0.006,463,10.0,20.8,250,37.42,63.80,26.29,35.98,0.000,0.1005,29.464,4.55
608,1/25/15 11:20:00,3.5,-0.204,0.006,467,10.4,16.6,275,37.32,63.30,26.01,36.07,0.000,0.1005,29.467,4.54
609,1/25/15 11:25:00,3.5,-0.204,0.006,483,10.8,23.2,268,37.08,61.90,25.25,36.12,0.000,0.1012,29.469,4.54
610,1/25/15 11:30:00,3.5,-0.204,0.006,469,10.8,19.9,271,37.27,61.10,25.12,36.17,0.000,0.1020,29.469,4.54
611,1/25/15 11:35:00,3.5,-0.204,0.006,499,12.0,20.8,281,37.03,59.70,24.33,36.17,0.000,0.1020,29.469,4.54
612,1/25/15 11:40:00,2.9,-0.204,0.006,163,11.2,17.8,282,37.13,58.50,23.94,36.17,0.000,0.1027,29.475,4.54
613,1/25/15 11:45:00,3.5,-0.204,0.006,481,10.0,21.2,271,36.94,58.60,23.79,36.12,0.000,0.1027,29.472,4.54
614,1/25/15 11:50:00,2.9,-0.204,0.006,483,11.6,19.5,265,37.03,57.70,23.52,36.02,0.000,0.1027,29.475,4.54
615,1/25/15 11:55:00,3.5,-0.204,0.006,492,12.0,19.5,264,36.79,56.70,22.87,35.88,0.000,0.1027,29.472,4.57
616,1/25/15 12:00:00,3.5,-0.204,0.006,491,10.4,20.3,271,37.08,57.10,23.32,35.78,0.000,0.1027,29.475,4.54
617,1/25/15 12:05:00,2.9,-0.204,0.006,497,11.2,21.6,260,36.89,56.50,22.89,35.69,0.000,0.1027,29.478,4.54
618,1/25/15 12:10:00,2.9,-0.204,0.006,524,10.4,17.8,251,36.75,57.70,23.25,35.64,0.000,0.1027,29.475,4.54
619,1/25/15 12:15:00,2.9,-0.204,0.006,634,12.0,20.3,254,37.37,56.30,23.25,35.54,0.000,0.1027,29.469,4.54
620,1/25/15 12:20:00,3.5,-0.204,0.006,549,12.0,23.2,263,37.23,55.40,22.73,35.49,0.000,0.1027,29.472,4.54
621,1/25/15 12:25:00,2.9,-0.204,0.006,487,9.1,14.1,279,37.80,56.20,23.61,35.44,0.000,0.1027,29.475,4.55
622,1/25/15 12:30:00,2.9,-0.204,0.006,157,9.5,14.5,284,37.32,54.90,22.60,35.39,0.000,0.1034,29.481,4.54
623,1/25/15 12:35:00,2.9,-0.204,0.006,536,9.1,18.7,288,37.27,54.40,22.35,35.39,0.010,0.1034,29.481,4.54
624,1/25/15 12:40:00,3.5,-0.204,0.006,507,8.3,13.7,293,36.46,54.90,21.81,35.39,0.000,0.1034,29.481,4.54
625,1/25/15 12:45:00,3.5,-0.204,0.006,472,9.5,22.4,289,37.13,54.70,22.35,35.35,0.000,0.1034,29.481,4.54
626,1/25/15 12:50:00,2.9,-0.204,0.006,467,9.5,18.3,250,36.94,53.90,21.81,35.35,0.000,0.1034,29.475,4.54
